序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
984,软件开发工程师,前端开发+会Python/郫县/包三餐班车,12-17k,成都-郫都区,3-5年-本科-前端开发-模块开发-后端开发-MVVM-Web开发-功能开发-框架开发-框架设计-Python-C++,3-5年-本科-前端开发-模块开发-后端开发-MVVM-Web开发-功能开发-框架开发-框架设计-Python-C++,新超硕科技(北京)有限公司,电气机械/器材-500-999人,成都-郫都区,电气机械/器材-500-999人,"岗位职责  
诚聘身怀洪荒内驱之力的前端软件工程师，你将 
•	加入工业计算机得研发团队，使用前沿技术，贡献于西门子工业计算机自动化领域 
•	参与自动化平台的设计和研发，实现自动化平台前端的功能设计和开发
•	参与产品端到端的高质量交付，如需求评审、详细设计、软件开发、代码质量
","任职要求
•	精通web前端技术，包括HTML5、CSS、JavaScript、TypeScript等相关技术
•	熟悉组件模块化开发，至少掌握一种MVVM框架，如Vue, React等
•	至少熟悉一种前端编译和构建工具webpack或者其他，熟练运用主流开发框架并深入了解其底层原理
•	至少熟悉并能够熟练使用一门后端语言，如python, java，C/C++
•	熟练运用敏捷软件开发方法，如TDD、Clean Code、结对编程、重构、CI/CD
•	有较强的逻辑思，能够快速进行问题的跟踪和定位
•	计算机科学、电子工业、机械工程、工业自动化等相关专业本科学历以上 
•	热爱设计、开发软件，善于分析、灵活机变，喜欢分享、头脑风暴 
加分项  
•	有过自主设计和研发前端相关产品经验优先
•	有后端开发经验优先，如 python、C/C++
•	有大规模管理后台开发经验优先
•	有测试或者自动化测试平台开发经验优先
•	有各种云应用开发、容器技术、Web开发、DevOps技能
•	英语写作熟练"
985,软件开发工程师,python开发工程师,15-30k,成都,1-3年-统招本科-Web开发-Python-C语言-Javascript-C++-IT/信息化领域-Dataflow-Flink-后端开发-HBase,1-3年-统招本科-Web开发-Python-C语言-Javascript-C++-IT/信息化领域-Dataflow-Flink-后端开发-HBase,某上海大型专业服务公司,专业技术服务-融资未公开-10000人以上,成都,专业技术服务-融资未公开-10000人以上,,
986,软件开发工程师,Python开发工程师-深圳,20-40k·16薪,深圳-龙岗区,1-3年-统招本科-网络开发-Python,1-3年-统招本科-网络开发-Python,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,深圳-龙岗区,通信设备-融资未公开-10000人以上,,
987,软件开发工程师,运维开发工程师/Python开发工程师,18-35k·14薪,杭州-余杭区,5-10年-本科-自动化运维-系统运维-Redis-MongoDB-MySQL-消息队列-Python-DevOps,5-10年-本科-自动化运维-系统运维-Redis-MongoDB-MySQL-消息队列-Python-DevOps,鲸灵智能,电子商务-C轮-500-999人,杭州-余杭区,电子商务-C轮-500-999人,,
988,软件开发工程师,高级全栈工程师（python）,14-18k,广州,5-10年-统招本科-python-前端开发-Java-React-Vue,5-10年-统招本科-python-前端开发-Java-React-Vue,京北方信息,互联网-其他股票市场上市-10000人以上,广州,互联网-其他股票市场上市-10000人以上,,
989,软件开发工程师,Python开发工程师,8-12k,重庆-永川区,3-5年-本科-Python,3-5年-本科-Python,长城汽车股份有限公司重庆分公司,整车制造-10000人以上,重庆-永川区,整车制造-10000人以上,,
990,软件开发工程师,python开发工程师,15-30k·14薪,上海-闵行区,3-5年-本科-Python,3-5年-本科-Python,泛微,计算机软件-沪深A股上市-5000-10000人,上海-闵行区,计算机软件-沪深A股上市-5000-10000人,"岗位职责：
1、负责公司产品需要的相关数据的爬取，能应对各种网站的反爬机制，顺利爬取数据；
2、负责代码开发、调试与维护工作，并及时支持响应客户的各类技术问题；
","任职要求:
1、本科及以上学历，计算机基础知识扎实,理工类专业；
2、精通python，精通反爬机制，有丰富的爬虫和反爬经验，有成功爬取各类知名网站或者系统数据经验的优先；
3、掌握SQL，至少熟悉一种关系型数据库；
4、负责或参加过爬虫工具/软件的开发：
5、了解一种或多种网页、桌面程序的自动化实现机制：
6、有RPA的使用或者开发经验优先"
991,软件开发工程师,Python开发工程师,25-35k,上海-杨浦区,3-5年-统招本科-Python-FICC,3-5年-统招本科-Python-FICC,某上海科技金融公司,科技金融-1-49人,上海-杨浦区,科技金融-1-49人,"岗位职责：
1、熟悉使用Python+Django/Flask来开发后端；
2、高质量完成开发需求，并充分测试。
3、开发可重用的代码和库；
4、优化程序以达到最大的访问速度及可扩展性；
5、配合进行代码的调试、bug修复、浏览器兼容性调优；
6、在开发的过程中以及上线之后保证数据安全；
7、能够完成高质量的,可维护的代码；
8、了解前后端框架分离实现原理。

","任职要求：
1、本科以上计算机相关学历，两年以上Python开发经验，有web后端开发经验者优先；
2、精通后端框架,如Django,Flask,或者Node.js.熟悉HTTP协议.熟悉网站性能调优,大规模并发处理和缓存机制；
3、熟悉mysql相关知识,精通linux基本命令
4、深入了解数据结构,算法和相关计算机基础知识；
5、工作态度端正,有较强的问题解决和沟通能力；
6、熟悉前端技术(JavaScript,Vue,React)优先考虑"
992,软件开发工程师,Python开发（高薪福利/14薪）,20-40k·14薪,杭州-滨江区,1-3年-统招本科-网络开发-Python,1-3年-统招本科-网络开发-Python,某国内大型电子/半导体/集成电路公司,电子/半导体/集成电路-融资未公开-10000人以上,杭州-滨江区,电子/半导体/集成电路-融资未公开-10000人以上,,
993,软件开发工程师,Python开发工程师(J10278),30-40k,北京-朝阳区,5-10年-本科-框架开发-框架设计-Django-Web开发-Python-消息队列-MySQL-MongoDB-Redis,5-10年-本科-框架开发-框架设计-Django-Web开发-Python-消息队列-MySQL-MongoDB-Redis,中关村科金,人工智能-融资未公开-10000人以上,北京-朝阳区,人工智能-融资未公开-10000人以上,"职责描述：
1. 参与MLOps/LLMOps系统的需求分析和技术方案调研；
2. 探索基于大模型的各种开源创新工程方案，快速实现相关Demo；
3. 基于需要完成各种工程优化算法的实现；
4. 金融领域开放数据爬虫的编写；

","任职要求：
1. 本科及以上学历，计算机相关专业；
2. 5年以上算法工程、大数据项目和产品研发经验；
3. 掌握大数据相关技术，具备Hadoop/HBase/Hive/Spark/Flink/ElasticSearch/Presto等主流框架的使用经验；
4. 精通Django或者其它Python web开发框架，熟悉celery等python基础开发库；
5. 良好的编程习惯和算法基础，深刻理解并熟练运用基础算法和数据结构知识，能用Python实现较为复杂的算法问题；
6. 熟练使用Numpy、Scipy、Matplotlib等科学计算工具包，掌握Python的高级功能；
7. 精通mysql/redis/mongo等数据库及常用消息队列；
8. 思路清晰，能独立分析和解决问题；较强的沟通能力；责任心强，具备良好的团队合作精神和抗压能力。"
994,软件开发工程师,Python开发工程师,12-16k,苏州-工业园区,1-3年-硕士-python-C++-Java-数据开发,1-3年-硕士-python-C++-Java-数据开发,崧智智能,计算机软件-B轮-50-99人,苏州-工业园区,计算机软件-B轮-50-99人,"岗位职责：
1、协助梳理和解读业务，提供数据层面的问题解决方案；
2、负责公司项目各功能模块服务打包部署工作；
3、负责公司项目数据分析相关软件的功能设计与开发，包括工业数据挖掘、数据建模、优化算法等；
4、承接具体项目或技术路线对数据分析和统筹的开发需求，并协助解决项目问题以及完成技术路线的制定；
5、熟练使用Python机器学习算法进行数学建模、模型评估等工作。
","任职要求：
1、1-3年工作经历，熟练python编程，会C/C++/java/Matlab等其他编程语言优先考虑 （优秀应届生可考虑)；
2、能熟练使用SQL，熟悉postgresql数据库优先考虑；
3、有数据清洗的项目经历；
4、了解常用的数据建模、时间序列数据模型、优化算法；
5、有工业领域的数据分析、数据建模等经验为佳；
6、英文读写水平优秀者优先；有开源项目背景优先；
7、良好的逻辑思维能力，良好的抽象和归纳能力，清晰的交流和表达能力，能在沟通中提炼问题的解决办法，并抽象出可以复用的思路。
"
995,软件开发工程师,高级Python开发工程师,30-50k·18薪,上海-浦东新区,3-5年-统招本科-Python-量化交易-量化交易系统-本科211,3-5年-统招本科-Python-量化交易-量化交易系统-本科211,国内TOP量化对冲基金公司,基金-融资未公开-100-499人,上海-浦东新区,基金-融资未公开-100-499人,,
996,软件开发工程师,Python开发工程师,12-20k,苏州-工业园区,3-5年-本科-后端开发-Django-金融领域-Docker-Python-Linux,3-5年-本科-后端开发-Django-金融领域-Docker-Python-Linux,东吴金融科技,科技金融-其他-50-99人,苏州-工业园区,科技金融-其他-50-99人,"岗位职责：
1、学习、研究国内外主流AI人工智能新技术、新产品，汲取先进的AI理念；
2、学习、研究国内外前沿大模型，参与研发、训练金融行业垂直领域大模型；
3、与国内知名金融行业公司一起研发训练金融行业垂直领域大模型；
4、参与技术调研、可行性分析，系统、流程结构设计、优化、重构；调试、解决核心技术问题；
5、参与公司内部项目需求搜集评审、开发测试，通过人工智能等技术向业务部门赋能，包括但不限于数字人、智能助手、智能语音、智能投教等；
6、完成其他交办的任务。
","任职要求：
1、计算机、数学专业，统招本科及以上学历，英语CET4以上，读写能力比较强；
2、三年以上Python编程使用经验，熟悉Linux操作环境；
3、具备良好的开发基本功和编程习惯，结构清晰，命名规范，逻辑性强，代码冗余率低，熟练使用基本的数据结构和算法；
4、熟练掌握Flask/Django，Sqlalchemy，Celery等主流框架，深入理解框架实现原理及特性；熟练使用python的常用库；
5、较强的逻辑分析和解决问题的能力，积极进取，能够承受一定工作压力，具有良好的团队协作精神； 
6、有使用docker/K8S容器使用部署经验者优先；
7、熟悉敏捷开发、devops，熟练使用ci/cd者优先；
8、熟悉分布式、多线程、异步及高性能设计、开发及优化。"
997,软件开发工程师,python开发岗（头部券商）,26-35k·24薪,上海,3-5年-统招本科-框架开发-框架设计-系统开发,3-5年-统招本科-框架开发-框架设计-系统开发,某上海基金/证券/期货上市公司,基金/证券/期货-已上市-10000人以上,上海,基金/证券/期货-已上市-10000人以上,"头部券商私人客户部系统开发（内部投研系统、内部管理系统、营销系统）

岗位职责:
1、负责证券私人客户部系统的设计、开发、测试和维护工作；
2、根据项目需求，编写并优化系统代码，保证系统的稳定性和性能；
3、负责系统的数据库设计和优化，确保数据的安全性和有效性；
4、研究新的技术和工具，为系统提供更新和改进的建议；
5、解决系统运行过程中出现的技术问题，及时对系统进行修复和升级；
6、与团队成员密切合作，根据项目计划分配任务，并确保任务按时完成；
7、参与系统开发文档的编写和维护，保证设计和开发过程的可追溯性；
8、与其他部门紧密合作，根据反馈和需求改进系统功能和用户体验。

","任职要求:
1、本科以上学历，计算机相关专业；
2、至少5年以上资管系统开发经验；
3、熟悉Java/Python等编程语言，熟练掌握Spring/SpringBoot、Hibernate等相关开发框架；
4、熟悉数据库系统，熟练编写和优化SQL语句；
5、具备良好的计算机网络和操作系统知识，熟悉Linux系统；
6、具备良好的问题分析和解决能力，能够快速定位和修复系统问题；
7、具备团队合作精神，能够与团队成员良好沟通和协作；
8、具备较强的学习能力和自我驱动力，持续关注行业最新技术发展动态。"
