序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
477,电子工程师,数据分析师,20-30k,上海,经验不限-本科-数据分析-数据建模-查询语言-SQL-Hive-数据采集-数据挖掘-数据清洗-数据可视化-数据监控,经验不限-本科-数据分析-数据建模-查询语言-SQL-Hive-数据采集-数据挖掘-数据清洗-数据可视化-数据监控,复星,基金/证券/期货-10000人以上,上海,基金/证券/期货-10000人以上,,
478,电子工程师,数据分析师,6-8k,重庆-巴南区,1-3年-大专-python-网络爬虫技术,1-3年-大专-python-网络爬虫技术,云康新零售(重庆)有限公司,批发/零售-50-99人,重庆-巴南区,批发/零售-50-99人,,
479,电子工程师,运营数据分析师,4-6k·13薪,长春-二道区,3-5年-本科-数据分析-数据挖掘-数据可视化,3-5年-本科-数据分析-数据挖掘-数据可视化,吉林省新启程物流有限公司,货运/物流/仓储-50-99人,长春-二道区,货运/物流/仓储-50-99人,"岗位职责：
1.深入了解物流运输业务，建立基于业务场景的数据分析需求，解决各类数据分析问题；
2.基于各业务部门的分析监控需求，搭建指标体系；
3.熟悉道路运输框架和分析方法，针对线路、里程、油耗等进行深入的专题分析；
4.充分利用EXCEL或其他数据分析工具，形成可视化分析成果；
5.根据数据分析成果，提炼业务运营中存在或潜在问题，提供优化解决方案；
6.基于数据分析，与业务部门、售后部门、财务团队以及其他主要相关方开展跨职能协作，助力相关业务取得成功；
7.与团队内其他成员共同设计数据分析平台，建立数据分析的流程，规范和方法；
8.上级交办的其他工作
","任职要求：
1.本科以上学历，经济学、统计学、财务管理、计算机等和数据处理高度相关专业，3年及以上物流行业、互联网公司数据分析工作经验；
2.具备杰出的定量分析能力，在推动业务/产品运营优化方面拥有丰富的经验；
3.具有优秀的商业敏感度和突出的分析能力，能够灵活利用数据，设计分析方案解决复杂的商业问题；
4.擅长与内部及外部合作团队交流沟通，具有优秀的报告讲解及沟通能力，能够独立的分析和解决问题；
5.精通EXCEL操作；
6..有产品运营数据分析相关经验者优先。
"
480,电子工程师,数据分析师,20-30k,北京,经验不限-本科-数据分析-数据建模-Hive-SQL,经验不限-本科-数据分析-数据建模-Hive-SQL,同道猎聘集团,互联网-港股上市-2000-5000人,北京,互联网-港股上市-2000-5000人,,
481,电子工程师,硬件工程师（MCU）,15-20k·13薪,合肥-庐阳区,3-5年-本科-单片机-硬件测试-软件开发-数字电路-模拟电路-逻辑分析仪-示波器,3-5年-本科-单片机-硬件测试-软件开发-数字电路-模拟电路-逻辑分析仪-示波器,恒烁半导体,电子/半导体/集成电路-科创板上市-100-499人,合肥-庐阳区,电子/半导体/集成电路-科创板上市-100-499人,"岗位职责
1. 负责MCU相关硬件测试板子原理图的绘制和PCB的绘制
2. 负责测试MCU外设的性能参数，整理验证报告和设计工程师讨论
3. 解决客户应用中遇到的问题，进行不良分析。

","任职要求
1、EE/CS学士或相关专业，3年以上电子/半导体行业硬件工程师或应用工程师相关经验
2、熟悉模拟数字电子技术，掌握一定的电路调试技能，具有较强的解决问题能力。
3、熟悉示波器，逻辑分析仪等常用仪器的使用。
4、能够开发单片机程序，写一些测试应用。
5、良好的英语读写能力。
"
482,电子工程师,嵌入式软件开发工程师,12-20k,北京-海淀区,1-3年-统招本科-嵌入式软件开发-C语言-汽车领域-工业互联网-通信领域,1-3年-统招本科-嵌入式软件开发-C语言-汽车领域-工业互联网-通信领域,北京风丘科技有限公司,汽车零部件及配件-融资未公开-100-499人,北京-海淀区,汽车零部件及配件-融资未公开-100-499人,"工作职责
1、负责CAN(FD)通信模块、网关等产品的嵌入式软件开发与调试。
2、相关设计文档的编写。

","任职要求
1、统招本科以上学历，计算机、通信、电子信息或相关专业，学信网可查；
2、1-3年独立开发经验，熟悉使用C语言，具备良好的编程风格； 
3、有ARM/PowerPC 等嵌入式系统的实际编程开发调试经验，熟悉单片机I2C,SPI,PWM,CAN,LIN等接口及其底层驱动者优先。
4、有汽车电控产品开发相关经验者优先。"
483,电子工程师,电子工程师,8-12k·14薪,西安-高新区,3-5年-本科-微芯-模拟电路-PCB绘制-EMC试验-软硬件开发,3-5年-本科-微芯-模拟电路-PCB绘制-EMC试验-软硬件开发,中熔电气,仪器仪表-创业板上市-500-999人,西安-高新区,仪器仪表-创业板上市-500-999人,"岗位职责：
1. 熟悉单片机系统，负责新产品的软硬件开发，可根据需求独立负责产品软硬件设计和调试；
2.负责产品生产过程中问题的分析、跟踪和解决，根据工作需要或安排，对现有产品进行新需求开发，对变更部分进行设计审查，对产品问题进行跟踪定位和解决；
3.负责软硬件测试方案的制定与实施；
4.与团队技术人员合作，共同完成产品设计，确保产品质优、可靠；
5.编写相关技术文档，对软件开发技术的规范及标准流程持续提出改进建议。
","任职资格：
1. 本科及以上学历，电子信息、微电子等相关专业；
2. 有两年以上的ST/AVR/51等主流单片机或ARM开发经验；
3. 其一，熟悉单片机、ARM及其外围电路驱动设计和常用工业通讯接口电路驱动设计，
熟悉微芯；
其二，要求对模拟电路比较熟悉，熟练掌握PCB绘制；
其三，熟悉电子产品试验规程，对EMC试验熟悉；
（以上满足其中一项，将优先考虑）
4. 熟练使用IAR/Keil的编译软件和常用测试仪器设备；
5. 熟悉软件开发流程，能够独立完成系统需求分析、流程图设计、芯片驱动程序和相关应用的软件开发；
6. 掌握基本硬件知识，能读懂一般的电路图，能独立进行软硬件联调工作；
7. 责任心强，有一定的抗压能力，能积极、正面响应团队伙伴提出的问题，执着且善于独立解决问题。"
484,电子工程师,单片机程序员,7-11k,重庆-合川区,3-5年-大专-PCB设计-单片机-C++,3-5年-大专-PCB设计-单片机-C++,瑞比浩(北京)虚拟技术有限公司,IT服务-融资未公开-50-99人,重庆-合川区,IT服务-融资未公开-50-99人,,
485,电子工程师,单片机程序员,7-11k,北京-朝阳区,3-5年-大专-PCB设计-单片机-C++,3-5年-大专-PCB设计-单片机-C++,瑞比浩(北京)虚拟技术有限公司,IT服务-融资未公开-50-99人,北京-朝阳区,IT服务-融资未公开-50-99人,,
486,电子工程师,单片机程序员,7-11k,深圳-罗湖区,3-5年-大专-PCB设计-单片机-C++,3-5年-大专-PCB设计-单片机-C++,瑞比浩(北京)虚拟技术有限公司,IT服务-融资未公开-50-99人,深圳-罗湖区,IT服务-融资未公开-50-99人,,
487,电子工程师,单片机程序员,7-11k,沈阳-沈河区,3-5年-大专-PCB设计-单片机-C++,3-5年-大专-PCB设计-单片机-C++,瑞比浩(北京)虚拟技术有限公司,IT服务-融资未公开-50-99人,沈阳-沈河区,IT服务-融资未公开-50-99人,,
488,电子工程师,单片机程序员,7-11k,南京-秦淮区,3-5年-大专-PCB设计-单片机-C++,3-5年-大专-PCB设计-单片机-C++,瑞比浩(北京)虚拟技术有限公司,IT服务-融资未公开-50-99人,南京-秦淮区,IT服务-融资未公开-50-99人,,
489,电子工程师,单片机开发工程师,8-24k·13薪,无锡-江阴,1-3年-本科-STM32-嵌入式开发-单片机-电子烟-电源-模块电源-数字电路-模拟电路-电子元器件-软件开发,1-3年-本科-STM32-嵌入式开发-单片机-电子烟-电源-模块电源-数字电路-模拟电路-电子元器件-软件开发,江苏芯荣半导体有限公司,电子/半导体/集成电路-融资未公开-100-499人,无锡-江阴,电子/半导体/集成电路-融资未公开-100-499人,"职责描述：
1、根据新产品的需求以及产品项目开发任务书，提出产品的单片机程序开发方案；
2、参与单片机程序框架和核心模块的详细设计；
3、根据开发进度和任务分配，开发相应的单片机程序模块；
4、根据公司需求不断修改和完善旧有产品的单片机程序；
5、完成新旧产品的单片机程序测试；
6、研究项目技术细节，按照公司技术文档规范编写相应的BOM清单、相关开发文档、技术文档等等；
7、完成上级安排的其它任务。




","任职要求：
1、理工类专业本科或以上学历；
2、熟练使用相关专业软件设计原理图和电路板；
3、具备单片机实际开发经验，单独负责过项目的开发，且产品有大规模生产，熟练使用STC，MSP430，STM32等单片机，精通C、汇编语言；
4、熟悉单片机外围原理、硬件原理、数据结构、常用算法、数字电路，模拟电路，具备焊接、调试经验，能独立完成单片机开发工作；
5、具备电子烟、电源等相关模块的应用开发经验；
6、熟悉相关电子元器件知识；
7、具有团队协作责任心，做事细心，能吃苦耐劳，有较强的动手及创新能力。

注：该职位可选择在江苏江阴、江苏南通或是深圳宝安上班
"
490,电子工程师,电源软件工程师,25-40k·15薪,苏州-吴中区,5-10年-本科-DC/DC电源-四象限-控制软件,5-10年-本科-DC/DC电源-四象限-控制软件,江苏经纬轨道交通设备有限公司,电气机械/器材-100-499人,苏州-吴中区,电气机械/器材-100-499人,"职责描述：
1、地铁、有轨电车以及市域车辅助电源性能软件开发；
2、市域车4象限电源性能软件开发。
","任职要求：
1、本科及以上学历，电机与电器、电气工程、自动化等相关专业；
2、熟悉经典控制原理并且能够实践；
3、具有变频器、DCDC、4象限等性能软件开发工作经验；
4、熟练使用simulink的电源控制软件仿真；
5、熟悉TI、ST等公司的单片机产品，有嵌入式软件开发经验。"
