序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
1,电子工程师,模拟设计工程师,30-60k,北京,经验不限-硕士,经验不限-硕士,昆腾微电子,电子/半导体/集成电路-其他-100-499人,北京,电子/半导体/集成电路-其他-100-499人,"
一、岗位职责：
1、负责模拟与混合信号电路的设计；
2、制定电路需求指标，进行架构设计，内部电路模块设计，底层电路设计；
3、指导版图工程师绘制版图，对芯片进行测试验证，书写设计报告等
二、","任职要求：
1、硕士/博士学历；
2、有扎实的模拟电路设计理论基础，掌握主流EDA设计工具；
3、熟悉MATLAB/VerilogAMS等工具进行电路系统建模和行为级仿真；
4、有Sigma-delta  ADC/DAC，audio codec，DC-DC等模块设计经验，并精通其中一种模块者优先；
5、良好的团队合作精神"
2,电子工程师,硬件工程师,17-22k·13薪,上海-徐汇区,3-5年-本科-上位机-硬件设计,3-5年-本科-上位机-硬件设计,英特磊半导体,电子/半导体/集成电路-1-49人,上海-徐汇区,电子/半导体/集成电路-1-49人,"1.	进行激光控制模块，光电探测与数据采集模块，核心处理模块的具体设计
2.	对光电探测与数据采集模块的相关电路进行设计仿真与分析，优化整体电路
3.	信号处理板的硬件部分与MCU程序，操作ARM软件
4.	激光算法实现: 例如三角波调制、寻峰、波形纠偏、浓度滑动、波形平滑、输出拟合
5.	规划TDLAS 在线测量系统设计
6.	实现利用激光半导体对温度与气体组分进行同步在线监测


","任职要求：
1.本科及以上；
2.低噪声模拟信号电路设计；
3.光电信号处理；
4.充电器电路设计；
5.熟悉国产芯片"
3,电子工程师,电气工程师,15-25k,苏州-张家港,5-10年-本科-PLC编程语言-Eplan,5-10年-本科-PLC编程语言-Eplan,苏州思萃熔接技术研究所有限公司,学术/科研-1-49人,苏州-张家港,学术/科研-1-49人,"岗位职责：
1、设备控制方案设计，制作项目BOM清单、图纸、编写PLC、PC、HMI程序；                                                            
2、设备调试，改进至稳定生产并验收；                                                        
3、撰写设备操作说明书并培训操作人员，并提供售后支持；
4、设备方案和报价支持，完成仪器仪表及元器件的评估选型。    
","任职要求：
1、从事非标自动化设备电气编程相关工作经验5年以上，熟悉各种电气相关部件； 
2、能独立设计及绘制电路电气图纸，熟练使用AUTOCAD或 者EPLAN； 
3、熟练自动化电器零部件的选型；熟悉各种光电开关，接近开关等传感器选型，熟练PLC的选型，各种继电器，断路器等配电元件以及伺服步进变频器的使用；
4、积极配合机构设计和装配部门工作，具有良好的沟通协调能力及团队合作精神；
"
4,电子工程师,射频电路设计工程师,薪资面议,上海,3-5年-硕士-硬件设计-射频电路,3-5年-硕士-硬件设计-射频电路,乐鑫科技,电子/半导体/集成电路-500-999人,上海,电子/半导体/集成电路-500-999人,"岗位职责
1、设计射频电路并进行仿真验证，包括 LNA，PA，VCO，PLL 等关键电路设计与优化；
2、基于产品规格和市场需求，提出并执行电路设计方案，对整个电路方案进行评估和分析；
3、与设计团队和版图工程师紧密合作，确保电路设计方案符合产品设计规范，并协助完成电路布局；
4、协调并指导版图设计人员，确保电路设计的准确性和可重复性；
5、与产品测试团队合作，设计并执行测试计划，验证电路设计的性能指标；
6、撰写设计文档，记录电路设计过程和结果，包括设计规格书、设计报告、设计验证报告等;
7、持续学习和掌握射频电路设计新技术和新方法，以提高电路设计的效率和质量。
","任职要求
1、电子工程、微电子、通信工程等相关专业，硕士及以上学历；
2、具备 3 年及以上射频电路设计经验；
3、熟悉射频电路的基础理论、架构设计和性能优化方法；
4、熟悉射频电路仿真工具（如 ADS、HFSS 等）的使用；
5、熟悉高频布线和 EM 仿真的基础知识；
6、熟练掌握 Cadence 和其他版图设计工具；
7、熟悉测试方法和测试工具（如 Vector Network Analyzer、Spectrum Analyzer 等）；
8、具有一定的团队合作精神和沟通能力，能够协调和指导团队成员完成设计任务；
9、具备良好的英语阅读和书写能力，能够阅读和编写英文技术文档。"
5,电子工程师,数字电路设计工程师/高级数字电路设计工程师/设计经理,50-80k·18薪,深圳,经验不限-硕士,经验不限-硕士,麦斯塔微电子,电子/半导体/集成电路-A轮-50-99人,深圳,电子/半导体/集成电路-A轮-50-99人,"千亿市场规模急需填补国内空白，国内少有聚焦该细分市场的创业团队！创始班底来自于国际知名头部公司，近期完成数千万元天使轮融资，由知名风险投资机构领投。有原始股＋竞争力的薪酬。期待你的加入！

数字电路设计工程师/高级数字电路设计工程师
岗位职责：
1、根据系统要求制定芯片规格，并制定各个模块的指标要求；
2、根据芯片规格制定数字电路设计方案；
3、数字演算法的建模仿真、数字电路设计与验证及设计验证文档的撰写；
4、指导后端版图，协助测试。
","岗位要求：
1、集成电路、微电子或电子工程等相关专业硕士以上学历；
2、有实际数字电路设计经验和成功流片经验；有数模混合芯片或传感器芯片设计经验优先。
3、精通 Verilog HDL 代码编写及验证，了解数字电路设计工具，熟练使用数模混合仿真软件工具；
4、熟悉掌握数字电路设计流程及方法，熟悉集成电路制造工艺；
5、有良好的数字信号处理基础，对逻辑综合，时序收敛，形成验证等数字前端设计方法有一定了解。
6、工作严谨细致，善于思考问题，具备良好的沟通表达能力和团队合作精神；
7、有实际模拟集成电路设计经验和成功流片经验；"
6,电子工程师,电路设计工程师-天津,11-17k,天津-西青区,3-5年-统招本科-硬件设计-数字电路,3-5年-统招本科-硬件设计-数字电路,智芯传感,电子/半导体/集成电路-A轮-50-99人,天津-西青区,电子/半导体/集成电路-A轮-50-99人,"【岗位职责】
1. 电路设计和验证：根据产品需求和规范，进行电路设计和验证，包括模拟电路、数字电路、功率电路等方面的设计和测试，确保产品满足设计要求。
2. 电路优化和改进：通过电路设计和验证，提出电路的优化方案，改进产品的性能和可靠性，并提高生产效率。
3. 技术支持：与制造团队和供应商合作，解决产品设计和制造中的技术问题，提供技术支持和解决方案。
4. 设计标准和流程：制定和维护电路设计的标准和流程，确保设计的一致性和质量可控。
5. 跨部门合作：与研发团队、生产团队和供应商紧密合作，协调资源，推动产品的顺利开发和生产。




【","岗位要求】
1. 本科及以上学历，电子工程或相关专业；
2. 至少3年以上电路设计工程师或相关工作经验，熟悉模拟电路和数字电路设计原理和方法；
3. 熟练使用电路设计和仿真软件，如Cadence、Altium等；
4. 具备优秀的问题解决能力和技术分析能力，能够快速识别问题、制定解决方案并推动实施；
5. 熟悉电路设计的相关标准和规范，如ISO、IEC等；
6. 出色的团队合作精神，能够与跨部门团队成员合作同完成项目目标；
7. 具备良好的沟通和表达能力，能够与各级别的员工进行有效的沟通和协作。
"
7,电子工程师,电路设计,20-40k,成都,5-10年-硕士-电路设计-功放-信道-TR组件-变频-收发,5-10年-硕士-电路设计-功放-信道-TR组件-变频-收发,某知名公司,100-499人,成都,100-499人,"【职位一：信道电路设计--信道】
工作内容：
1.负责信道产品原理图设计及PCB设计；
2.负责信道产品编写相关技术文件；
3.负责信道产品电路及产品调试；
4.负责信道产品料单及电路装配图编制；
5.负责信道产品研制总结与转产。
工作要求：
电磁场与微波或电路设计专业，硕士学历以上。4年以上工作经验，3个以上项目经历。



【职位二：大功率电路设计--信道】
工作内容：
1.负责大功率电路模块（低频段上千瓦级，高频段上百瓦级）的详细电路设计；
2.负责模块电路及产品调试；
3.负责技术方案编制、元器件选型与物料申报、料单及电路装配图编制、产品研制总结与转产。
工作要求：
1.电磁场与微波、电子科学与技术、电路设计相关专业，硕士及以上，具有4年以上大功率微波电路设计经验；
2.扎实的微波电路基础，能够熟练操作微波射频方向相应仿真软件（ADS/HFSS），熟练使用矢量信号源、频谱仪、功率计及网络分析仪等器材；
3.熟悉微波电路小型化设计及工艺技术。



【职位三：TR组件--天线与阵列】
岗位职责：
1.负责高密度TR组件设计；射频模块及芯片指标分解；
2.负责射频模块详细电路设计；
3.负责模块电路及产品调试；
4.负责技术方案编制、元器件选型与物料申报、料单及电路装配图编制、产品研制总结与转产。
","任职要求：
1.电磁场与微波、电子科学与技术、电路相关专业，硕士及以上；
2.扎实的微波电路基础，能够熟练操纵微波射频方向相应仿真软件（ADS/HFSS），熟练使用矢量信号源、频谱仪、功率计及网络分析仪等器材；
3.熟悉微波电路小型化设计及工艺技术。相关TR项目经验，熟悉HTCC/LTCC相关设计规则，有项目经验者优先。"
8,电子工程师,模拟电路设计工程师,35-55k·15薪,上海-浦东新区,5-10年-硕士,5-10年-硕士,芯驰科技,电子/半导体/集成电路-100-499人,上海-浦东新区,电子/半导体/集成电路-100-499人,"岗位职责：
1、工艺选型对比，前端技术预研； 
2、根据产品的需求，定义模拟模块的功能和性能参数；
3、负责模拟电路设计和仿真, 撰写详细设计文档；
4、撰写版图设计指导书，指导、监督版图设计； 
5、协助TE完成量产测试，协助解决客户的应用问题；
","任职要求：
1、微电子、电子工程等相关专业，硕士学历及以上；有五年以上模拟电路设计经验，熟悉模拟电路等相关知识及电路的设计流程； 
2、模拟电路设计方面理论基础扎实, 在半导体器件和半导体工艺方面有一定的理论基础； 
3、熟悉模拟版图设计；深入理解版图中的寄生和风险； 
4、满足以下一项或多项条件均可： 
1）熟悉PMU相关电路设计：DCDC、LDO、POR等；
2）熟悉IO设计：DDR/USB2 PHY、IO、ESD/Latch up等；
3）熟悉时钟电路：PLL、Oscillator等；
4）有MCU设计经验者优先；
5、能独立完成电路设计与仿真，逻辑思维能力强，学习能力强；
6、熟练使用Cadence、hspice、spectre等仿真工具及模拟电路设计流程； 
7、熟悉寄生参数抽取，后仿和基于后仿的结果优化电路设计；
8、有独立Debug芯片问题的能力，熟练使用各种测试测量工具；
9、有流片和量产经验，有先进工艺的流片经验者优先。
性格特点：
1、认真，严谨，富有责任心；
2、勇于接受挑战的能力；
3、具备积极主动的学习能力；
4、性格沉稳，容易沟通合作；"
9,电子工程师,开关电源模拟电路设计工程师,15-25k·15薪,广州,经验不限-统招本科,经验不限-统招本科,某电子/半导体/集成电路公司,电子/半导体/集成电路-1-49人,广州,电子/半导体/集成电路-1-49人,,
10,电子工程师,现场支持工程师,15-30k·16薪,成都-成华区,1-3年-本科,1-3年-本科,铭科思微电子,电子/半导体/集成电路-50-99人,成都-成华区,电子/半导体/集成电路-50-99人,"岗位职责：
1、完成芯片的售前技术支持工作。与用户完成芯片需求相关的技术问题对接与支持，如:选型推荐、代换性/适配性确认、芯片板级应用与外围电路设计相关问题解答等；
2、完成芯片的售后技术服务工作，响应客户的现场服务需求。如: demo演示、软/硬件使用指导、配合客户完成固件升级等；
3、完成芯片的售后服务工作。如:对于客户应用过程中出现的客诉问题进行现场对接，对客诉问题的性质初步判断并协助客户现场解决。对于无法现场解决的问题，准确记录故障条件并传递给内部研发设计师，配合设计师完成问题的内场测试复现，基于研发设计师的分析和处置意见，现场协助客户解决问题；
4、在客户对接过程中，参与客户需求收集、市场信息调研工作。配合销售人员开展客户现场拜访，在业务拜访过程中解答产品应用相关的技术问题；
5、配合完善FAE人员梯队建设，负责部门内知识体系建设，如FAQ编制、内部培训等。
","任职要求：
1、本科以上学历，电子 (微电子) 、电气、计算机、自动化等相关专业；
2、熟悉ADC芯片应用或者FAE从业经验者优先；
3、熟练使用办公软件如: Word、PPT、Excel等；
4、良好的沟通表达能力、团队协作能力、服务意识能吃苦耐劳；
5、适应客户拜访，接受不定期出差。"
11,电子工程师,硬件电路设计工程师,20-40k,深圳-南山区,3-5年-本科-电源-硬件设计-模拟电源-数字电路-混合电路-模拟电路,3-5年-本科-电源-硬件设计-模拟电源-数字电路-混合电路-模拟电路,中兴通讯,通信设备-沪深A股上市-10000人以上,深圳-南山区,通信设备-沪深A股上市-10000人以上,"主要职责：
1. 器件引入阶段，制定评估方案，确保测试完备性；
2. 测试阶段参与器件测试；
3. 参与测试结果评审和把关；
4. 评估现有模拟电路设计，提出改进措施，以提高性能、降低成本和提高可靠性；
5. 使用仿真和建模工具对模拟电路进行性能预测和验证；
6. 制定和执行测试计划，以验证模拟电路设计的性能、稳定性和可靠性；
7. 与其他工程师、设计师和项目管理人员协作，确保项目按照预定的时间表和预算完成；
8. 跟踪最新的行业趋势和技术发展，为团队提供有关模拟电路设计的专业建议；
9. 准备技术文档，包括设计规格、测试报告和产品手册；

","任职要求：
1. 电子工程、电气工程或相关领域的本科或硕士学位；
2. 3-5以上具有丰富的模拟和电源电路设计经验；
3. 熟悉模拟电路设计、分析和测试的相关原理和方法；
4.能够发现和定位模拟数字电路设计的缺陷，并提出改进建议；
5. 熟练使用模拟和数字电路仿真和建模工具，如SPICE、ModelSim、VHDL等，多年FPGA、CPU、GPU、DPU、MCU等设计运用经验；
6. 具备良好的团队协作和沟通能力；
7. 能够在多任务和紧张的工作环境中有效工作；
8. 对电子行业的发展趋势和技术有深入了解；
9. 优秀的问题解决和分析能力；
10. 提供技术支持，解决与模拟电路设计相关的问题；"
12,电子工程师,模拟电路设计工程师,50-80k·15薪,上海,经验不限-硕士,经验不限-硕士,某国内电子/半导体/集成电路上市公司,电子/半导体/集成电路-已上市-100-499人,上海,电子/半导体/集成电路-已上市-100-499人,,
13,电子工程师,模拟电路设计工程师,50-80k·15薪,上海,经验不限-硕士,经验不限-硕士,某国内电子/半导体/集成电路上市公司,电子/半导体/集成电路-已上市-100-499人,上海,电子/半导体/集成电路-已上市-100-499人,,
14,电子工程师,模拟电路设计工程师,80-110k,上海,3-5年-硕士,3-5年-硕士,国内某汽车股份有限公司,汽车/摩托车-融资未公开-1000-2000人,上海,汽车/摩托车-融资未公开-1000-2000人,,
15,电子工程师,资深硬件工程师(机器人）,20-30k,北京-海淀区,5-10年-本科-电源驱动开发-底层驱动开发-机器人-电机-STM32-编码器-控制器-ARM,5-10年-本科-电源驱动开发-底层驱动开发-机器人-电机-STM32-编码器-控制器-ARM,北京新兴东方航空装备股份有限公司,电气机械/器材-沪深A股上市-100-499人,北京-海淀区,电气机械/器材-沪深A股上市-100-499人,"职责描述：

1. 负责产品开发周期中的电子电气设计活动，如方案设计、部件选型、电路板设计、线缆设计、电气系统集成、子系统测试验证、设计转移等相关工作；
2. 负责嵌入式平台、电源，驱动器，电机，编码器，传感器等外购部件的选型、与供应商沟通、关键参数的测试验证等相关工作；
3. 按照质量体系要求和部门要求撰写和发放设计需求、概要设计、失效模式分析、详细设计、测试用例、测试结果等技术文档；
4. 与系统组合作完成安规、EMC等法规认证测试，负责测试问题分析，制定和实施整改方案；
5. 按体系要求发放自制部件的转产文件，外协部件的转产文件，外购部件的采购规格书等；
6. 参与技术组平台建设，提高开发活动的效率，降低产品研发周期、成本和风险，同时策划新技术的调研和预研，以适应产品线的长期发展规划。

","任职要求：

1.电子、电气、自动化、测控、机电一体化等相关专业，本科及以上学历；
2. 五年及以上电子、电气设备研发相关工作经验；
3. 能够熟练使用EDA或其他类似EDA工具, 熟练设计多层PCB经验；
4.熟练C语言.C++进行嵌入式编程.熟悉常见RTOS；
5.熟悉工业总线，如CAN/CANFD、EtherCAT者优先；
6.精通STM32、arm等处理器开发流程及方法，有机器人关节伺服控制器设计，运动控制器者优先；
7.有机器人关节/机械臂产品开发经验、熟悉相关安规要求、具备解决EMC等常见安规问题的能力者优先；
8.责任心强，学习能力强，良好的计划性，思维敏捷，具有良好的沟通、协调和团队协作能力。 "
16,电子工程师,硬件电路设计工程师,25-45k·14薪,北京-海淀区,3-5年-统招本科-硬件设计-PCB设计-数字电源-Layout设计-电源-集成电路-射频电路-PCB设计软件-Altium Designer-模拟电路,3-5年-统招本科-硬件设计-PCB设计-数字电源-Layout设计-电源-集成电路-射频电路-PCB设计软件-Altium Designer-模拟电路,北京灵智远大咨询有限公司,专业技术服务-100-499人,北京-海淀区,专业技术服务-100-499人,"职责描述：
1、根据产品要求，掌握PCB原理图设计和布线标准规范，熟练运用EDA工具，负责电路设计布局、PCB layout等硬件电路设计工作；
2、根据电路设计方案，掌握相关模拟、电源、数字芯片信号的相关参数性能，负责元器件型号比选、上游供应链对接、与PCB生产厂家沟通协调等工作；
3、使用各种仪器仪表、检测维修设备，对硬件故障进行定位和排除，协助解决产品生产中的技术问题。
","任职要求
1、	掌握数字电路、模拟电路设计基本规范原则，精通电路设计、PCB布板、电路调试，熟练使用软件Altium，Cadance（Orcadallgro）等EDA工具，具有多层电路板设计能力；
2、	具备硬件产品设计开发、生产测试等方面经验，具备量产经验者优先；
3、	熟悉射频电路设计、生产，具有卫星导航、无人机、时频行业等从业经验者优先。
"
17,电子工程师,资深模拟电路设计工程师,30-45k·13薪,上海-浦东新区,3-5年-硕士,3-5年-硕士,钜泉光电科技(上海)股份有限公司,电子/半导体/集成电路-100-499人,上海-浦东新区,电子/半导体/集成电路-100-499人,"职责描述：
1：高精度低功耗时钟电路设计；
2：高精度比较器电路设计；
3：低噪声运放设计;
4：参与高精度sigma delta ADC设计与验证工作
3：指导版图工程师对设计的电路进行版图设计和检查；
4：所设计的电路模块的测试；
5：设计文档的撰写




","任职要求：1）熟悉标准CMOS工艺，了解高压BCD工艺更好，本科5年以上、硕士3年以上相关模拟电路设计工作经验；
2）精通OPA ,Bandgap, COMP等模拟基础模块的设计，
3）熟悉低噪声OPA电路设计方法和常用技术；
4）熟悉时钟产生电路的设计，有高精度低功耗时钟电路设计经验
5）熟悉常用ADC电路的设计，有sigma delta ADC设计经验更佳。
6）会使用实验室基本测试设备进行芯片测试与分析；
7）良好的文档能力，能够高质量撰写各类工作报告
8）要求具备团队合作精神，自我激励，能够按进度及计划完成任务"
18,电子工程师,模拟电路设计工程师,20-35k·13薪,深圳-南山区,3-5年-本科-电路设计,3-5年-本科-电路设计,深圳市新智慧网络技术有限公司,互联网-50-99人,深圳-南山区,互联网-50-99人,"职责描述：
从事CMOS模拟IC芯片电路设计；



负责芯片的系统指标划分、模拟电路设计、电路验证及芯片测试；参与版图规划与检查。技术方向涉及高速接口、高速DAC、电源管理、低功耗技术等等。



","岗位要求：



电子相关专业（电子科学与技术、微电子专业优先），本科2年以上或硕士一年以上工作经验，熟悉芯片开发及测试流程；




任职要求：1、熟悉BCD/ CMOS工艺和器件物理知识，有LCD驱动电路设计经验者优先；



2、具有带隙、放大器、比较器、LDO、LVDS、ESD、高速DAC等模拟集成电路设计知识或经验；



3、有很强的版图布局知识和器件寄生认知，能指导版图工程师完成符合模拟电路设计要求的版图设计；



4、独立完成电路系统架构设计，划分模拟电路子模块指标，搭建系统级数模混合仿真平台；



5、根据产品设计指标完成电路设计开发、验证；完成设计文档，确定测试方案；配合TE和FAE使产品顺利进入量产；



6、熟悉常用EDA软件，如Cadence Virtuoso/Spectre, Synopsys VCS/Hspice/XA/FineSim ,Matlab，etc.；



7、动手能力强，能熟练操作示波器、万用表等常用测试仪器；



8、专业基础知识扎实、英语读写熟练、具备较好的研发文档编写能力，以及较强的学习能力；



9、良好的团队精神，有较好的沟通技巧。"
19,电子工程师,应用工程师,20-35k,上海-浦东新区,1-3年-统招本科,1-3年-统招本科,格巍半导体,电子/半导体/集成电路-1-49人,上海-浦东新区,电子/半导体/集成电路-1-49人,"岗位描述：   
   1. 完成芯片评估测试和Demo板设计以及调试工作，完成芯片应用文档和数据手册的撰写；
    2. 完成电路原理图和PCB版图设计；
    3. 完成实验室验证软件平台的搭建以及测试版软件设计；
    4. 解决客户端遇到的芯片应用中的问题。
 
","任职要求：
    1.  电子，电力，自动化等相关专业，本科及以上学历；
    2.  具备模拟电路和PCB 设计经验，有硬件设计经验者优先；
    3.  熟悉ARM Cortex-M, Cortex-A架构，并有开发经验，熟练掌握C/C++/Python编程语言者优先；
    4.  熟悉Labview 软件，对实验室仪器使用熟练者优先；"
20,电子工程师,电子工程师,8-12k·14薪,西安-高新区,3-5年-本科-微芯-模拟电路-PCB绘制-EMC试验-软硬件开发,3-5年-本科-微芯-模拟电路-PCB绘制-EMC试验-软硬件开发,中熔电气,仪器仪表-创业板上市-500-999人,西安-高新区,仪器仪表-创业板上市-500-999人,"岗位职责：
1. 熟悉单片机系统，负责新产品的软硬件开发，可根据需求独立负责产品软硬件设计和调试；
2.负责产品生产过程中问题的分析、跟踪和解决，根据工作需要或安排，对现有产品进行新需求开发，对变更部分进行设计审查，对产品问题进行跟踪定位和解决；
3.负责软硬件测试方案的制定与实施；
4.与团队技术人员合作，共同完成产品设计，确保产品质优、可靠；
5.编写相关技术文档，对软件开发技术的规范及标准流程持续提出改进建议。
","任职资格：
1. 本科及以上学历，电子信息、微电子等相关专业；
2. 有两年以上的ST/AVR/51等主流单片机或ARM开发经验；
3. 其一，熟悉单片机、ARM及其外围电路驱动设计和常用工业通讯接口电路驱动设计，
熟悉微芯；
其二，要求对模拟电路比较熟悉，熟练掌握PCB绘制；
其三，熟悉电子产品试验规程，对EMC试验熟悉；
（以上满足其中一项，将优先考虑）
4. 熟练使用IAR/Keil的编译软件和常用测试仪器设备；
5. 熟悉软件开发流程，能够独立完成系统需求分析、流程图设计、芯片驱动程序和相关应用的软件开发；
6. 掌握基本硬件知识，能读懂一般的电路图，能独立进行软硬件联调工作；
7. 责任心强，有一定的抗压能力，能积极、正面响应团队伙伴提出的问题，执着且善于独立解决问题。"
21,电子工程师,模拟电路设计实习生（脑机接口硬件方向）,3-4k,杭州,经验不限-硕士-实习生,经验不限-硕士-实习生,之江实验室,人工智能-2000-5000人,杭州,人工智能-2000-5000人,"本岗位面向所有对模拟电路设计感兴趣的在校研究生开放，针对想要学习集成电路设计相关知识并亲身体验芯片设计仿真与验证的同学，以及在学校没有流片机会想要亲自参与到使用国际先进工艺流片的同学。

本岗位有专业的导师辅导（海外top20高校博士毕业、3年海外博后经验、拥有集成电路设计10年+经验、成功流片多款采集电路芯片），同时可以和年轻有活力的团队一同参与实际的科研项目，期待你在这里学习到先进的模拟电路设计知识并获取实际的流片经验。

如果你是一名在校研究生想要转行至集成电路设计/芯片设计/半导体行业却苦于没有相关技术知识以及流片经验，如果你对于与国内优质企业的合作项目充满兴趣并希望在其中贡献自己的力量，如果你希望有经验的导师一对一指导你完成人生第一个自主设计的芯片并流片，甚至如果你对于当今的科技前沿交互学科：脑机接口充满兴趣，欢迎你加入我们的团队。

以下是简单的职责描述与","岗位要求：

职责描述：
1. 参与模拟电路模块设计、仿真、版图绘制等工作；
2. 参与PCB电路板的调试和测试工作;


任职要求：
1. 集成电路类、微纳电子类、电信类相关专业硕士及以上学历，有模电仿真设计经验者优先；
2. 掌握扎实的模拟电路设计基础，放大器、ADC设计知识扎实者优先；
3. 具有良好的团队合作意识，有较强的自主学习能力；
4. 能够独立全职实习3个月以上；

脑机接口芯片设计团队期待你的加入：）
"
22,电子工程师,模拟集成电路设计工程师,25-30k·14薪,成都-高新区,1-3年-硕士,1-3年-硕士,展芯半导体,电子/半导体/集成电路-100-499人,成都-高新区,电子/半导体/集成电路-100-499人,"1、配合其他部门完成项目初始定义，主导项目技术可行性研究和立项；
2、根据产品定义和技术规范设计具体的电路架构，完成模拟电路设计、仿真、验证等工作；
3、规划版图布局，指导和协助layout工程师完成版图设计，确保版图达到电路设计的要求；
4、协助测试工程师制定测试规范和解决测试开发中的问题；
5、协助应用工程师，现场应用工程师解决客户及其他应用问题。
","岗位要求：
1、有模拟信号IC 电路设计方面的扎实理论基础，包括差分运放，带隙基准参考电压，运算放大器，振荡器等，熟悉模拟版图设计；
2、熟练掌握模拟电路IC设计方法，对半导体器件以及工艺流程有比较深入的了解，熟悉并深刻理解CMOS/BCD工艺；
3、精通以下一个或多个领域，包括但不限于ADC，DAC，PLL，PMU（DC-DC及Charge Pump）等；
4、了解常见的设计、制程和测试上的问题，能够解决技术难题；
5、具有模拟IC芯片的成功量产经验；
6、熟练使用Cadence等仿真软件；
7、熟悉模拟电路设计流程；
8、熟练操作各种实验仪器；
9、具备良好的团队合作能力，沟通能力，学习能力及问题分析处理能力；
10、2年以上集成电路设计工作经验；
11、硕士及以上学历，微电子、集成电路设计等相关专业。
福利待遇：
1、14薪+年终奖金；年度调薪； 专利奖金；优秀员工奖金；
2、签订正式劳动合同，入职即缴纳五险一金（公积金比例12%）；
3、年度旅游、健康体检、季度生日会、5天全薪病假及节假日福利；
4、新员工入职培训，导师带教，在岗培训、定期培训；
5、工作时间（弹性制）：上午8:30-9:30，下午17:30-18:30 双休制。"
23,电子工程师,资深模拟及射频电路设计工程师,40-60k,天津,5-10年-学历不限,5-10年-学历不限,某天津大型电子/半导体/集成电路公司,电子/半导体/集成电路-战略融资-500-999人,天津,电子/半导体/集成电路-战略融资-500-999人,"从事天线、雷达、滤波器、芯片级模组设计、SAW\BAW等无源器件设计经验项目，
工作技能： ADS HFSS Allegro ，三个软件至少会一个，越多越好；
有设计团队管理经验优先。


职责描述： 
1.担任某模拟模块设计项目的技术负责人，领导并推动整个项目的进行，对项目的技术质量及 
按时完成负有第一责任； 
2.负责模拟集成电路的设计及仿真验证，指导版图工程师进行版图设计，指导测试工程师进行 
电路性能测试； 
3.对某射频或混合信号芯片的模拟电路部分进行整体架构设计，包括但不限于供电系统，时钟 
系统，IO/ESD 系统； 
4.与客户，市场部，系统设计师合作完成新模块定义及确定其性能指标； 
5.与其他团队合作解决已上市或已量产模拟产品的性能或质量问题； 
6.有责任对公司内年轻工程师给与技术上的指导和帮助； 
7.在一定的指导下，学习并完成射频电路设计及其关键部位的版图设计。 
","任职要求： 
1.对集成电路设计工作具有浓厚的兴趣； 
2.微电子相关专业，硕士或博士学历； 
3.8 年以上模拟或射频电路设计经验 （不含在校学习期间）； 
4.经历过至少 2 款混合信号或射频芯片的从设计到量产的完整过程； 
5.对电源管理（LDO, DCDC, PMC 等），时钟合成（PLL, OSC），数模及模数转换（DAC, ADC）， 
或 IO 及 ESD 等电路类型中的至少 2 种具有深入理解和实际设计经验； 
6.具备扎实的模拟电路设计及半导体器件物理基础； 
7.具有创新意识和能力，拥有至少 3 项专利； 
8.能够熟练使用电路设计及仿真软件； 
9.具备必要的模拟电路版图设计知识及模拟电路测试知识； 
10.具备必要的数字集成电路知识； 
11.具有射频电路知识及设计经验者优先； 
12.具有射频模组芯片基板设计经验者优先； 
13.具有模拟或射频电路失效分析经验者优先； 
14.具有主动沟通的习惯和高效沟通的能力； 
15.具备良好的团队协作能力和一定的技术领导力； 
16.具备较高的英文水平。 "
24,电子工程师,模拟电路设计工程师,20-40k,南京-建邺区,3-5年-本科-传感器-硬件设计-放大器-滤波器-芯片设计-放大电路-模拟电路,3-5年-本科-传感器-硬件设计-放大器-滤波器-芯片设计-放大电路-模拟电路,洛德斯弗工业自动化(武汉)有限公司,工业自动化-A轮-1-49人,南京-建邺区,工业自动化-A轮-1-49人,"职责描述：
1、根据产品定义，进行产品设计及模拟模块设计等； 
2、根据电路设计，编写相应技术设计文档； 
3、辅助产品工程师进行产品测试和评估，根据产品性能特点向测试工程师提供测试项和测试结果分析； 
4、参与设计产品的debug，改进，costdown等；
5、其他主管交予的临时任务等。 
","任职要求： 
1、微电子、通信，电路与系统等相关专业本科及硕士以上， 三年以上工作经验。 
2、有各类传感器信号调节电路相关设计经验，有霍尔传感器，磁传感器，mems传感器等设计经验者优先。 
3、熟悉高精度低噪声前端放大器电路设计，chopping电路设计，滤波器电路，delta-sigma ad，sar ad，振荡器，pll电路等。 
4、了解latch-up，esd等电路设计项。
5、了解整个模拟电路设计流程，可以指导版图人员进行相应版图设计。 
6、熟悉集成电路设计相关EDA工具和仿真软件。
7、较强的沟通学习能力，团队协作能力，积极向上者优先。"
