序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
775,通信技术工程师,国际市场客户经理,8-13k,佛山-三水区,5-10年-本科-客户管理-市场洞察-拓展培训-贸易/进出口-管理学-电子/半导体-销售管理-海外销售-to B-大客户,5-10年-本科-客户管理-市场洞察-拓展培训-贸易/进出口-管理学-电子/半导体-销售管理-海外销售-to B-大客户,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山-三水区,通信设备-沪深A股上市-2000-5000人,"上市公司因海外业务扩张急招，与公司与部门共同成长，需要有才有能的国际化人才共襄大事！

你是否渴望用流利的英语与国外高端客户侃侃而谈？你是否渴望每天早晨醒来都为有新的项目机会而激动不已？你是否渴望参与到5G，物联网等这些高科技浪潮之中？你是否渴望能够成为国际商务人才从而成为职场中的骄子与宠儿？
我们有独一无二的与国际大客户面对面沟通的机会，有海量的大项目让你有机会施展才华，这里有全球出差领略各地风土人情的机会，我们有公平、公正、公开充满激情的团队，我们对懂合作，有能力，能吃苦的年轻人有丰厚的回报
现在我们的海外业务和团队正在飞速扩张，还犹豫什么，赶紧投递简历，加入我们团队！

工作内容：
1. 负责海外区域销售任务的达成、重点项目目标的完成
2. 负责海外区域的客户开发和业务拓展，重点客户的突破，重点项目的运作
3. 负责海外区域的客户关系平台搭建，客户满意度的提升
4. 负责海外区域的市场分析，需求整理，机会点的发掘与孵化
5. 负责海外区域的销售流程遵从，推动内部研发、供应链、市场部门

","岗位要求：
1. 英语听说读写流利，可以作为工作语言与海外客户无障碍沟通，如果掌握小语种亦可
2. 3年以上海外工业产品拓展经验，通信、电子等行业经验优先
3. 有过成功拓展海外客户或项目经验
4. 了解外贸销售流程，了解税务、关务、财务、应收账款等流程
5. 责任心强，执行力强，工作态度积极主动，抗压力强，能够适应全球出差"
776,通信技术工程师,质检员,5-6k,广州-花都区,经验不限-学历不限-检测,经验不限-学历不限-检测,广州市花都区华源通信天线厂,1-49人,广州-花都区,1-49人,,
777,通信技术工程师,装配技术员,4-5k,西安,经验不限-学历不限-装配图,经验不限-学历不限-装配图,陕西创达通信科技有限公司,批发/零售-融资未公开-100-499人,西安,批发/零售-融资未公开-100-499人,,
778,通信技术工程师,纯文职客服,4-6k,西安,经验不限-中专/中技,经验不限-中专/中技,陕西创达通信科技有限公司,批发/零售-融资未公开-100-499人,西安,批发/零售-融资未公开-100-499人,,
779,通信技术工程师,销售代表,5-9k,西安,经验不限-大专-电话销售-企业端销售,经验不限-大专-电话销售-企业端销售,陕西创达通信科技有限公司,批发/零售-融资未公开-100-499人,西安,批发/零售-融资未公开-100-499人,,
780,通信技术工程师,人力资源伙伴(HRBP),4-5k,西安,经验不限-大专-岗位配置招聘,经验不限-大专-岗位配置招聘,陕西创达通信科技有限公司,批发/零售-融资未公开-100-499人,西安,批发/零售-融资未公开-100-499人,,
781,通信技术工程师,设备维修人员,4-5k,西安,经验不限-大专,经验不限-大专,陕西创达通信科技有限公司,批发/零售-融资未公开-100-499人,西安,批发/零售-融资未公开-100-499人,"

工作职责：
1.协助进行设备的安装和调试工作。
设备日常维护和外观清洁。
物料的更换及简单的设备报警处理。
严格按照作业指导书，保质保量完成生产任务。
2、","任职资格：
教育背景：理工类专业，高中、中专、职高、3+2学历。
工作经验：有硅片设备（拉晶、成型、抛光、清洗、外延）维护或太阳能、半导体相关设备维护经验优先。 
技能技巧：熟练操作 Office等办公软件，基本的英语阅读能力。"
782,通信技术工程师,电工,4-6k,西安,经验不限-大专,经验不限-大专,陕西创达通信科技有限公司,批发/零售-融资未公开-100-499人,西安,批发/零售-融资未公开-100-499人,"1、工作职责：
协助进行设备的安装和调试工作。
设备日常维护和外观清洁。
物料的更换及简单的设备报警处理。
严格按照作业指导书，保质保量完成生产任务。
2、","任职资格：
教育背景：理工类专业，高中、中专、职高、3+2学历。
技能技巧：熟练操作 Office等办公软件，基本的英语阅读能力。"
783,通信技术工程师,市场销售,8-16k,佛山,应届-大专-市场洞察-客户管理-区域销售-渠道销售,应届-大专-市场洞察-客户管理-区域销售-渠道销售,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1、负责所在区域市场开发、拜访客户与关系维护；
2、负责所在区域市场渠道开拓与销售工作，完成年度销售指标；
3、负责与客户保持良好的沟通，实时把握客户的要求；
4、负责为客户提供技术支持。
5、行业为通信行业。
","任职资格：
1、大专以上学历，专业不限，通信工程专业优先；
2、性格外向，善于与人打交道，具备良好的沟通表达能力及工作承压能力；
3、热爱销售工作，积极主动，具备奋斗精神；
4、前期培养期在广东，后期根据个人意愿及公司业务需要安排。愿意全国重点城市驻点或出差的优先考虑。

截止日期：2023年11月30日"
784,通信技术工程师,通信测试工程师（应届）,4-6k·13薪,佛山,应届-大专-电路测试-电性能测试-网络分析仪-频谱仪-系统测试-示波器-性能测试,应届-大专-电路测试-电性能测试-网络分析仪-频谱仪-系统测试-示波器-性能测试,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1、对天线和射频类产品按照技术要求，操作测试设备进行电性能测试；
2、采集和处理测试数据，提供有效测试分析，并按要求完成检测报告；
3、按照实验室程序文件规定进行测试场地和测试设备的点检，维护和保养；
4、定期进行测试系统的校准与数据比对分析；
5、与客户进行技术沟通，提供专业的检测服务。

","任职要求：
1、电子信息、电子科学、通信工程相关专业，大专、本科学历；
2、了解GSM/CDMA/LTE等通信制式，了解射频电路及测试标准，能进行射频电路的测试和调试；
3、熟悉频谱仪，网络分析仪，综合测试仪，示波器等仪器的操作；
4、具备良好的团体协作和客户服务意识。


招聘人数：3人"
785,通信技术工程师,技术专家（应届）,25-40k,佛山,应届-博士,应届-博士,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
移动通信天线、射频器件、射频有源设备、小型化微波/毫米波模块、小型化微波/豪米波分系统的研发与技术难题攻关。

","任职资格：
1、	博士学历，通信工程、电磁场与微波技术、电子科学、信息对抗等相关专业；
2、	专业知识扎实，对新技术发展的趋势敏感，对前沿技术有一定的研究；
3、	有韧劲，有钻研精神，计划性与协调能力强。

岗位薪酬：30-50万/年，政府给予30万购房补贴


招聘人数：5人"
786,通信技术工程师,采购专员/助理,4-6k·13薪,佛山,应届-大专-成本控制,应届-大专-成本控制,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1.按照公司规定的采购流程进行采购操作；
2.监控物料的市场变化，采取必要的采购技巧降低采购成本；
3.及时协调解决采购物料、生产使用、客户服务过程中所产生的供货及质量问题。

","任职要求：
1.大专及以上学历，专业不限，材料学专业优先；
2熟练操作OFFICE办公软件；
3具有良好的沟通协调能力及抗压能力。


招聘人数：3人"
787,通信技术工程师,无线通信工程师,10-18k,佛山,经验不限-硕士,经验不限-硕士,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1.与团队其他成员密切协作，共同开发毫米波天线阵列项目，负责具体阵元、馈电网络设计等项目相关工作；
2.负责天线新技术的预研和天线技术规划；
3.参与射频系统的技术评估、预研和技术积累。
","任职资格要求：
1、信息与通信工程硕士毕业，硕士研究课题与天线阵列相关；
2、工作态度严谨，有责任心，积极主动；
3、协调沟通能力强，有良好的团队合作精神。
"
788,通信技术工程师,审计总监,20-30k·13薪,广州,10年以上-本科-审计-制度制定-IPO审计-流程审计-反舞弊-上市公司审计-内控风控-财务内控-年度审计-风控管理,10年以上-本科-审计-制度制定-IPO审计-流程审计-反舞弊-上市公司审计-内控风控-财务内控-年度审计-风控管理,盛路通信,通信设备-沪深A股上市-2000-5000人,广州,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1、审计体系：负责公司的审计体系搭建，制定公司的审计制度及工作流程，并在推动实过程中不断改进；
2、团队建设：负责审计部的日常运营管理，提升审计团队的专业水平，带领高效的审计团队，高质量完成各项工作。
3、内控体系：负责建立健全公司的内控体系，进行内控评估，搭建审计预警机制，组织编写风险评估报告，并根据风险控制需要确定审计关键工作；
4、审计计划：根据经营管理需要，制定年度审计计划，统筹开展流程审计、经营审计、IT审计和离任审计等；
5、监察工作：根据经营管理需要对各职能领域关键事项进行过程监督，例如重大项目、重大合同、重大工程、日常销售、日常采购、日常运营等；
6、舞弊调查：开展经济舞弊调查，并建立围绕舞弊调查的投诉、处理等配套机制。


","任职资格：
1、会计学、审计学等相关专业全日制本科以上学历；
2、8年以上审计工作经验，其中须有大型制造企业工作背景或四大会计事务所的工作经验；
3、熟悉国家财务、税务有关法律、法规和上市公司规范运作和内部控制方面的监管要求，全面掌握经济、统计、审计等专业知识，能快速甄别企业经营风险； 
4、具有良好的统筹管理能力及职业素养，有较强的逻辑思维，抗压能力强； 
5、有CPA或者CIA资格证书和上市公司审计工作经验者优先。"
789,通信技术工程师,人力资源专员,5-7k,佛山,1-3年-统招本科-管理体系建设-离职管理-转岗管理-员工关系-绩效管理-岗位配置招聘-人力资源经验,1-3年-统招本科-管理体系建设-离职管理-转岗管理-员工关系-绩效管理-岗位配置招聘-人力资源经验,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,,
790,通信技术工程师,高级招聘培训专员,8-13k·13薪,佛山,3-5年-本科-企业培训-人力资源管理-岗位配置招聘-培训开发与实施-社会招聘-校园招聘-教育培训-人力资源经验,3-5年-本科-企业培训-人力资源管理-岗位配置招聘-培训开发与实施-社会招聘-校园招聘-教育培训-人力资源经验,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1、负责分析公司人力资源需求，参与制定招聘计划并组织实施；
2、负责拟定招聘方案，组织实施社招及校园招聘活动；
3、负责简历甄别和招聘测试、面试、筛选、录用等；
4、参与职位面试及候选人的背景调查等；负责分析、评估招聘效果；
5、协助建立后备人才选拔方案和人才储备机制并跟踪执行；
6、负责公司培训项目的、组织、实施及跟进；
7、负责公司内训课程体系的组织维护；
8、根据公司管理和发展需要，协助领导制定年度/季度/月度培训计划；
9、负责完成对培训的评估和跟进工作，并对培训计划进行优化；
10、负责协助企业文化建设。

","任职要求：
1、全日制大学本科以上，人力资源管理、心理学、教育等相关专业；有3年以上企业招聘、员工培训工作经验；
2、熟悉人力资源工作，擅长招聘、培训模块；了解人才梯队建设及培训需求的规划与实施；
3、有扎实的招聘培训管理理论功底与实际操作、管控能力；
4、责任心强，有良好的心态和抗压能力，善于沟通与协调，能保持工作激情和热情；良好的团队合作意识；
5、 思维敏捷，具有独立解决问题的能力，良好的文字撰写和语言表达能力。"
791,通信技术工程师,人力资源经理,10-20k·14薪,佛山,10年以上-本科-人力资源管理-战略管理-制度制定-团队管理-管理体系建设-企业管理-战略规划-人力成本分析-人力资源规划-薪酬核算,10年以上-本科-人力资源管理-战略管理-制度制定-团队管理-管理体系建设-企业管理-战略规划-人力成本分析-人力资源规划-薪酬核算,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"一、岗位职责：
1、根据集团公司发展战略和经营计划，制定公司人力资源战略规划和年度人力资源计划，做好员工职业发展与人才梯队建设，保证人力资源满足公司发展要求；
2、负责建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、培训、绩效、薪酬及员工关系等体系的全面建设），制定和完善人力资源管理制度；
3、向公司决策层提供有关人力资源战略、组织建设、关键人才管理、人力结构优化、人力成本控制等方面专项建议，提高公司综合管理水平和人力资源管理效率，为公司重大决策提供人力资源信息支持；
4、负责公司的整体企业文化的塑造、倡导、维护与传播，同时积极开展各项企业文化活动，加强企业文化建设，提升公司团队激情和凝聚力；
5、领导交办的其它工作。

二、","任职要求：
1、本科及以上学历，人力资源、心理学、企业管理等相关专业；
2、5年以上人力资源管理工作经验，3年以上大中型企业人力资源同职工作经验；
3、熟练掌握人力资源管理六大模块，熟悉国家相关的政策、法律法规；
4、具有战略、策略化思维，具有较强的分析、解决问题的能力；
5、具有很强的激励、沟通、协调及团队领导能力，具有很强的责任心和事业心。"
792,通信技术工程师,通信方向技术专家,25-41k,佛山,经验不限-博士,经验不限-博士,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"1、负责公司通信领域新技术新产品的预研；
2、作为项目负责人，对项目进行立项评估，并组织落地。
","任职资格：
1、博士学历；
2、电子工程/通信工程/信息处理/光通信工程等相关专业；
3、对5G、6G通信系统构建、通信传播、小基站、卫星通信、智慧室分等有相关项目研究经验。"
793,通信技术工程师,传感器方向技术专家,薪资面议,佛山,经验不限-博士-传感器-深海探测,经验不限-博士-传感器-深海探测,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"职责：
负责公司传感方向新产品新技术的研究。

","任职资格：
1、博士学历；
2、电子科学与技术、微电子、材料科学等专业；
3、超声传感器、压电传感器、深海探测等研究方向。"
794,通信技术工程师,射频电路工程师,10-20k,佛山,3-5年-本科-硬件设计-PCB设计-软件开发-射频电源-射频电路-PCB设计软件,3-5年-本科-硬件设计-PCB设计-软件开发-射频电源-射频电路-PCB设计软件,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"职责描述：
1、滤波器、放大器等有源、无源射频电路指标规划、设计、仿真与产品开发。
2、射频电路PCB设计、调试。
","任职要求：
1、具备3年以上射频电路设计和调试的工程经验；
2、至少掌握一种仿真工具（如ADS）进行电路仿真和优化；
3、至少能够使用一种射频电路PCB设计软件进行印制板设计；
4、具备传输线、射频电路设计等理论基础； 5、对通信接收系统的组成原理有一定的了解。"
795,通信技术工程师,招聘经理/主管,8-15k·13薪,佛山,3-5年-本科-人力资源管理-岗位配置招聘-校园招聘-人才发展-培训开发与实施-社会招聘-人力资源经验,3-5年-本科-人力资源管理-岗位配置招聘-校园招聘-人才发展-培训开发与实施-社会招聘-人力资源经验,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1、负责分析公司人力资源需求，参与制定招聘计划并组织实施；
2、负责拟定招聘方案，组织实施社招及校园招聘活动；
3、负责简历甄别和招聘测试、面试、筛选、录用等；
4、参与职位面试及候选人的背景调查等；负责分析、评估招聘效果；
5、协助建立后备人才选拔方案和人才储备机制并跟踪执行；
6、负责公司培训项目的、组织、实施及跟进；
7、负责公司内训课程体系的组织维护；
8、根据公司管理和发展需要，协助领导制定年度/季度/月度培训计划；
9、负责完成对培训的评估和跟进工作，并对培训计划进行优化；
10、负责协助企业文化建设。

","任职要求：
1、全日制大学本科以上，人力资源管理、心理学、教育等相关专业；有3年以上企业招聘、员工培训工作经验；
2、熟悉人力资源工作，擅长招聘、培训模块；了解人才梯队建设及培训需求的规划与实施；
3、有扎实的招聘培训管理理论功底与实际操作、管控能力；
4、责任心强，有良好的心态和抗压能力，善于沟通与协调，能保持工作激情和热情；良好的团队合作意识；
5、 思维敏捷，具有独立解决问题的能力，良好的文字撰写和语言表达能力。"
796,通信技术工程师,天线方向技术专家,薪资面议,佛山,经验不限-博士-博士-天线-通信,经验不限-博士-博士-天线-通信,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
移动通信天线、射频器件、射频有源设备、小型化微波/毫米波模块、小型化微波/豪米波分系统的研发与技术难题攻关。

","任职资格：
1、	博士学历，通信工程、电磁场与微波技术、电子科学、信息对抗等相关专业；
2、	专业知识扎实，对新技术发展的趋势敏感，对前沿技术有一定的研究；
3、	有韧劲，有钻研精神，计划性与协调能力强。

岗位薪酬：政府给予购房补贴
"
797,通信技术工程师,雷达方向技术专家,薪资面议,佛山,经验不限-博士-雷达-毫米波雷达-激光雷达-军工电子,经验不限-博士-雷达-毫米波雷达-激光雷达-军工电子,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"职责：
负责公司雷达方向新产品新技术的研究。

","任职资格：
1、博士学历；
2、掌握雷达系统基本原理； 熟悉雷达、信号处理、数据处理算法原理；
3、有雷达系统、信息信号处理、卫星雷达等相关研究方向经验。"
798,通信技术工程师,证券事务专员,5-8k·13薪,广州,经验不限-统招本科-证券事务-专业知识,经验不限-统招本科-证券事务-专业知识,盛路通信,通信设备-沪深A股上市-2000-5000人,广州,通信设备-沪深A股上市-2000-5000人,"一、岗位职责：
1、协助公司证券代表处理公司与监管部门、交易所及其他相关机构有关公司的沟通联络工作；
2、协助公司证券代表组织筹备股东大会、董事会、监事会等相关工作；
3、负责妥善保管相关资料，做好信息披露相关资料的档案管理，协助做好公司的对外的信息披露工作；
4、依据深交中小板上市公司信息披露制度，参与编制公司各类信息披露文件的制作、报送、公告等；
5、协助投资者关系管理相关事务，协调公司与相关的新闻媒体、证券分析机构间的关系，加强与投资者和潜在投资者之间的沟通，促进投资者对公司的了解和认同；
6、办理公司与相关管理部门、中介机构之间的有关事务；
7、负责持续关注新闻媒体及互联网上与公司有关的信息的收集整理工作；
8、部门的其他相关工作。

二、","任职要求:

1、本科及以上学历，财务类相关专业；
2、具备一定的上市公司有关规范运作、证券、财务、管理、法律等方面的知识，熟悉现代企业公司法、证券法等法律法规；
3、具备一定的财务知识基础以及一些通用的经济理论；
4、具有很强的自主学习能力、综合分析能力、沟通协调能力以及对工作的适应性，具有较强抗压能力；
5、做事认真细致，熟悉公文写作，有较好的文字功底，能够熟练操作各类办公设备及办公软件。

三、发展方向：证券事务代表。
"
799,通信技术工程师,五金生产总监,20-30k,佛山,5-10年-大专,5-10年-大专,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"主要职责
1、 负责公司生产系统优化、制度体系建设、团队组建与考评等工作开展及务实。
2、 负责公司生产规划、产能规划、人员规划、订单生产执行等工作全面统筹。
3、 主导生产日常运营、质量控制、效能提升、成本管控、订单交付、安全生产等管理标准建设与规范。
4、 定期为经营决策者提供生产分析报告与改善方案，为公司经营决策提供有效支持。
5、 按时完成上级领导交办的其它工作。
","任职要求:
1、具有大中型制造业5年以上生产总监或生产部门负责人同等岗位工作经验。
2、具备板金、五金冲压、五金模、装配车间丰富的管理经验。
3、通晓PMC、物控、质量、仓储、现场、人员、工装设备、安全生产等管理及实践。
4、具备搭建生产系统、完善生产体系、组建生产团队的综合能力。"
800,通信技术工程师,通讯设备技术专家,薪资面议,广州,1-3年-硕士-电路设计,1-3年-硕士-电路设计,盛路通信,通信设备-沪深A股上市-2000-5000人,广州,通信设备-沪深A股上市-2000-5000人,,
801,通信技术工程师,结构专家,薪资面议,佛山,5-10年-学历不限-机械设计-cad-力学分析,5-10年-学历不限-机械设计-cad-力学分析,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,,
802,通信技术工程师,2023届毕业生,5-6k·13薪,佛山-三水区,一年以下-本科,一年以下-本科,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山-三水区,通信设备-沪深A股上市-2000-5000人,"【岗位职责】
1.部门储备管理干部岗位，往管理层培养，承担上级安排的工作；
2.根据部门岗位需要培养学习相关岗位技能和业务知识；
3.执行部门学习培养计划促进自身管理技能和业务知识的提升。
【","任职资格】
1、本科及以上学历、仅限于应届生和1年以内毕业生，专业不限，有学生会等社团经验优先；
2、具有良好的学习能力、思考力、抗压力、决策力、组织协调能力、沟通表达能力，符合公司价值观；
3、有计划管理能力、管理潜质以及自我批判的精神；
4、认同公司企业文化、愿意和公司一起成长与发展。

公司目前处于快速发展阶段，欢迎优秀学子加入我们，提供完善培训与晋升空间！
盛路期待你的加入！"
803,通信技术工程师,审计总监,20-30k·13薪,佛山,10年以上-本科-审计-制度制定-反舞弊-流程审计-年度审计-经营审计-财务内控-内控风控-管理体系建设-战略管理,10年以上-本科-审计-制度制定-反舞弊-流程审计-年度审计-经营审计-财务内控-内控风控-管理体系建设-战略管理,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1、审计体系：负责公司的审计体系搭建，制定公司的审计制度及工作流程，并在推动实过程中不断改进；
2、团队建设：负责审计部的日常运营管理，提升审计团队的专业水平，带领高效的审计团队，高质量完成各项工作。
3、内控体系：负责建立健全公司的内控体系，进行内控评估，搭建审计预警机制，组织编写风险评估报告，并根据风险控制需要确定审计关键工作；
4、审计计划：根据经营管理需要，制定年度审计计划，统筹开展流程审计、经营审计、IT审计和离任审计等；
5、监察工作：根据经营管理需要对各职能领域关键事项进行过程监督，例如重大项目、重大合同、重大工程、日常销售、日常采购、日常运营等；
6、舞弊调查：开展经济舞弊调查，并建立围绕舞弊调查的投诉、处理等配套机制。


","任职资格：
1、会计学、审计学等相关专业全日制本科以上学历；
2、8年以上审计工作经验，其中须有大型制造企业工作背景或四大会计事务所的工作经验；
3、熟悉国家财务、税务有关法律、法规，全面掌握经济、统计、审计等专业知识，具备战略规划与分解、工作规划、组织管理相关方面的知识与技能；
4、具有良好的统筹管理能力及职业素养，有较强的逻辑思维，抗压能力强；
5、有CPA或者CIA资格证书优先。"
804,通信技术工程师,通讯设备技术专家,薪资面议,佛山,1-3年-硕士-通讯系统-通信设备-接入网-小基站-直放站,1-3年-硕士-通讯系统-通信设备-接入网-小基站-直放站,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,,
805,通信技术工程师,研究院院长,薪资面议,佛山,10年以上-硕士-技术支持,10年以上-硕士-技术支持,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1、	负责制定研究院产业体系建设与发展目标、发展战略，统筹研究院经营管理整体工作；
2、	根据集团下达的目标，确定经营计划、签订经营责任书，执行并落实公司管理制度及要求，完成年度经营目标任务；
3、	负责组织技术研究与开发，建立通信天线、军工电子等领域的技术货架；
4、	负责通信天线、军工电子等领域的专利布局，构建技术壁垒；
5、	负责通信天线、军工电子等领域的开放创新，追踪前沿技术；
6、	负责预研工作的开展，统筹新产品的技术革新、新产品导入、产品前沿技术、平台的研发工作；
7、	组织编制相关管理制度、流程，监督实施及持续改进，编制新产品研发计划方案及费用预算方案，并组织实施；
8、	组织开展产品市场调研和市场分析工作，注重相关情报的搜集和整理，建立、健全产品研发的科技情报网，主导制定相应的行业技术标准与规范；
9、	统筹研究院内、外部沟通协调，发展并维护政府、行业关系，协调相关合作方；
10、协调研究院与集团各部门顺畅沟通，营造研究院运营内、外部良好环境；
11、	负责研究院团队的人才培养、考核激励，落实企业文化，注重梯队建设，提高团队凝聚力、执行力。

","任职资格：
1、	硕士及以上学历，通信工程、电磁场、微波技术等相关专业；
2、	10年以上技术研发经验，5年以上管理经验；
3、	从事过通信天线或军工电子等相关方向研究，产出过高水平的研究成果；
4、	对行业及未来发展趋势有深入及全面的认识和理解；
5、	有优秀的战略规划能力、科研团队管理能力和运营能力；
6、	有优秀的计划、组织、协调、沟通能力，优秀的市场洞察决策能力。
"
806,通信技术工程师,质量部经理,10-12k,佛山,5-10年-本科,5-10年-本科,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山,通信设备-沪深A股上市-2000-5000人,"1.负责质量部部门日常管理工作；
2.负责公司质量管理体系的建立及有效运行和维护，协助最高管理者进行质量策划，组织实施质量内审、管理评审，对接外部审核等；
3.负责公司GJB9001C质量体系管理；
4.负责项目过程质量管理，包括质量保证策划与监督执行、项目质量信息收集与分析、质量评审、归零管理等，维护客户关系；
5.负责公司外协外购件的入厂检验、产品的出厂检验与军检、生产过程中的质量专检与巡检；
6.负责带领团队完成公司军品项目/产品研制阶段转生产阶段的中间测试；
7.负责公司合格供方的审查与管理；
8.负责公司质量文化建设，策划与组织质量管理活动，开展质量培训、规范质量控制流程与质量管理制度等；
9.负责组织质量管理体系、武器装备承制资格等资质的申请与维护。

","任职要求：
1.年龄：30-45岁
2.本科及以上学历，质量管理或通信、微波、电子信息相关专业；
3.有丰富的GJB体系管理知识，对体系建立、运行、维护、改进等有丰富经验；
4.具有军品、电子信息行业经验，具备五年以上军工产品质量管理和体系建设运行工作经验；
5.熟悉本行业质量检验和质量监控的相关标准，具有丰富的全面质量管理经验、强烈的责任心和质量意识，具备良好的表达能力，跨部门沟通能力，同时也具备较好的激励、协调、领导团队的能力；
具有战略性、策略性思维，有较强的领导能力及执行能力。


要求到岗时间：2023年12月

"
807,通信技术工程师,微波天线工程师,薪资面议,广州,1-3年-本科-微波射频-微波通信-天线设计-天线研发,1-3年-本科-微波射频-微波通信-天线设计-天线研发,盛路通信,通信设备-沪深A股上市-2000-5000人,广州,通信设备-沪深A股上市-2000-5000人,"职责描述：
1、负责微波天线或微波器件开发设计和仿真、及电性能验证工作；
2、设计方案所采用物料的选用和成本控制；
3、项目开发难点攻克、进度异常处理工作。

","任职要求：
1、电磁场、微波，射频或通信电子相关专业本科及以上学历；
2、2年以上天线研发工作经验，能独立开发项目；
3、熟悉HFSS/CTS/AWR/等仿真软件，能熟练地看懂各种机械图纸，具备一定的工艺、工程经验；
4、熟练使用网络分析仪等设备。"
808,通信技术工程师,天线工程师/电气工程师-整机开发,薪资面议,广州,3-5年-本科-天线设计-天线研发,3-5年-本科-天线设计-天线研发,盛路通信,通信设备-沪深A股上市-2000-5000人,广州,通信设备-沪深A股上市-2000-5000人,"岗位职责：
1、负责基站天线整体开发方案设计和仿真、及电性能验证；
2、设计方案所采用物料的选用和成本控制；
3、项目开发难点攻克、进度异常处理工作。

","任职要求：
1、电磁场、射频或通信电子相关专业；
2、2年以上天线研发工作相关经验，能独立开发项目；
3、熟悉HFSS/ATR/ADS等仿真软件，能熟练看懂各种机械图纸，具备一定的工艺、工程经验；
4、熟悉共轴基站天线，肩并肩常规对频阵列实现方法。
"
809,通信技术工程师,证券事务专员,5-8k·13薪,佛山-三水区,经验不限-统招本科-证券事务-专业知识,经验不限-统招本科-证券事务-专业知识,盛路通信,通信设备-沪深A股上市-2000-5000人,佛山-三水区,通信设备-沪深A股上市-2000-5000人,"一、岗位职责：
1、协助公司证券代表处理公司与监管部门、交易所及其他相关机构有关公司的沟通联络工作；
2、协助公司证券代表组织筹备股东大会、董事会、监事会等相关工作；
3、负责妥善保管相关资料，做好信息披露相关资料的档案管理，协助做好公司的对外的信息披露工作；
4、依据深交主板上市公司信息披露制度，参与编制公司各类信息披露文件的制作、报送、公告等；
5、协助投资者关系管理相关事务，协调公司与相关的新闻媒体、证券分析机构间的关系，加强与投资者和潜在投资者之间的沟通，促进投资者对公司的了解和认同；
6、办理公司与相关管理部门、中介机构之间的有关事务；
7、负责持续关注新闻媒体及互联网上与公司有关的信息的收集整理工作；
8、部门的其他相关工作。

二、","任职要求:

1、本科及以上学历，法律、金融、中文系相关专业；
2、做事认真细致，具备较强的文字功底，能够熟练操作各类办公软件；
3、具备一定的上市公司财务、法律等方面的知识，熟悉现代企业公司法、证券法等法律法规；
4、具有较强的沟通协调能力、自主学习能力、综合分析能力，以及较强抗压能力。

三、发展方向：证券事务代表。
"
