序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
183,算法工程师,C++软件开发工程师,14-23k·15薪,大连-沙河口区,3-5年-统招本科-c++-go,3-5年-统招本科-c++-go,某大连计算机软件公司,计算机软件-融资未公开-100-499人,大连-沙河口区,计算机软件-融资未公开-100-499人,"岗位名称：C++软件开发工程师
办公地：大连、上海
岗位职责：
1.	参与系统的开发及优化工作；
2.	项目需求分析、设计开发、测试及文档撰写工作。
","任职要求：
1.	熟悉计算机理论基础，熟悉数据结构与算法，了解网络编程基本原理；
2.	熟练掌握C++基础知识，了解STL内部实现原理，了解C++11新特性；具有windows或linux平台开发经验，熟练使用对应平台上的IDE；了解CMakelist或makefile编写语法，掌握多线程调试技巧。
3.	除以上基本要求外，具备期货相关软件产品开发经验，熟悉高性能网络编程，熟悉期货交易流程或者交易所接口者优先考虑。

"
184,算法工程师,Python开发工程师,30-50k·15薪,深圳-福田区,经验不限-统招本科-Python,经验不限-统招本科-Python,国内某知名量化私募,基金/证券/投资-融资未公开-50-99人,深圳-福田区,基金/证券/投资-融资未公开-50-99人,"岗位职责
● 与团队系统开发人员密切合作，持续完善研究量化交易系统相关的各种需求
● 参与开发大规模交易系统的自动化运维组件，包括但不限于自动化部署，发布，监控等
● 参与开发分布式集群数据库系统相关需求
● 参与开发与交易系统开发相关的前端管理系统需求
● 完成上级交代的其他任务


","任职要求
● 国内985高校（或者海外Top院校）计算机科学类本科及以上学历
● 2年以上的Python编程经验，熟悉数据结构与算法
● 熟悉 Linux环境，熟悉基本的网络协议
● 熟练使用版本控制系统（例如 Git）
● 热爱编程，优秀的软件设计能力和良好的代码习惯
● 自驱力强，对工作认真负责，有潜力
● 有强烈的好奇心，对探索新事物有浓厚的兴趣
● 喜欢竞争，勇于挑战，不惧高压工作环境"
185,算法工程师,高级Java工程师（发票业务）,30-40k·15薪,成都-高新区,3-5年-本科-模块开发-架构设计-框架设计-框架开发-前端开发-MySQL,3-5年-本科-模块开发-架构设计-框架设计-框架开发-前端开发-MySQL,美团,互联网-港股上市-10000人以上,成都-高新区,互联网-港股上市-10000人以上,,
186,算法工程师,前端工程师,10-21k,武汉-洪山区,3-5年-统招本科-Javascript-Vue-CSS-前端开发,3-5年-统招本科-Javascript-Vue-CSS-前端开发,格创东智(深圳)科技有限公司,互联网-B轮-1000-2000人,武汉-洪山区,互联网-B轮-1000-2000人,,
187,算法工程师,嵌入式平台架构师,25-50k·18薪,无锡,3-5年-本科-BSP开发-嵌入式开发-C/C++-Shell-Python-Linux-数据结构-RT-Thread-FreeRTOS-物联网,3-5年-本科-BSP开发-嵌入式开发-C/C++-Shell-Python-Linux-数据结构-RT-Thread-FreeRTOS-物联网,为恒智能科技,新能源-A轮-100-499人,无锡,新能源-A轮-100-499人,"岗位职责：
1. 构建公司嵌入式软件底层平台，支撑应用层研发；
2. 与其他技术专家共同规划嵌入式平台功能、应用层功能与能源互联网间的协同方案并实施；
3. 开发相关通用类的技术框架库，解决嵌入式开发中的难点问题。

","任职要求：
1. 熟悉数据结构与算法，熟悉计算机科学基本知识；
2. 熟悉Linux操作系统，熟悉容器技术优先；
3. 熟悉Shell/Python等脚本语言中的任意一种，能独立开发；
4. 精通C/C++底层开发，熟悉Linux或实时内核开发优先；
5. 精通CMake/scons等开源构建系统中的任意一种，能独立开发；
6. 精通rtthread/Linux/Zephyr中的任意一种操作系统的BSP移植，内核开发；
7.熟悉C2000系列DSP、ST系列ARM中的任意一种，熟悉ESP32等IOT模块。"
188,算法工程师,应用软件工程师/专家（传感器方向）,20-40k·15薪,北京,3-5年-统招本科,3-5年-统招本科,某北京大型人工智能公司,人工智能-C轮-500-999人,北京,人工智能-C轮-500-999人,"岗位职责：
1、负责智能驾驶应用软件的核心技术研发工作
2、负责智能驾驶相关传感器数据（图像、lidar、radar、GPS、IMU等）研发
3、负责智能驾驶相关数据闭环研发工作，通过数据驱动研发、提高研发效率
4、参与应用软件车规化的工作，满足车载软件开发流程与质量
","任职要求：
1、熟练掌握C/C++程序设计、掌握常用数据结构与算法，有嵌入式开发经验、熟练掌握脚本开发者优先
2、熟练摄像头、lidar、radar、GPS、IMU等传感器接入、同步、补偿等研发工作，确保数据质量
3、了解数据闭环、数据驱动研发相关理念，能够充分提高数据有效利用率
4、有车辆集成部署经验者优先；有多传感器标定经验者优先
5、有强烈的责任心，良好的沟通能力，良好的团队合作精神
学历要求：本科3年以上，硕士2年以上经验
行业方向：智驾背景，L4或者量产公司/大厂、Linux C++能力要好
年龄要求：38岁以内"
189,算法工程师,应用软件工程师或专家,20-40k·15薪,北京,3-5年-统招本科,3-5年-统招本科,某北京大型人工智能公司,人工智能-C轮-500-999人,北京,人工智能-C轮-500-999人,"岗位职责：
1、负责智能驾驶应用软件的核心技术研发工作
2、深入征程芯片平台软件研发，负责应用软件平台化、生态化
3、与地图、规控工程师协同完成车端系统集成以及车端研发工作
4、参与应用软件车规化的工作，满足车载软件开发流程与质量
","任职要求：
1、熟练掌握C/C++程序设计、掌握常用数据结构与算法
2、熟练掌握嵌入式Linux应用开发及调试经验、多线程/进程软件设计与开发经验，有一定的代码分析、性能优化能力
3、了解掌握操作系统、体系结构、编译原理、计算机网络等基本软件知识
4、了解图像处理、有相关开发经验者优先
5、有强烈的责任心，良好的沟通能力，良好的团队合作精神
学历要求：本科3年以上，硕士2年以上经验
行业方向：智驾背景，L4或者量产公司/大厂、Linux C++能力要好
年龄要求：38岁以内
工作地点：北京、上海、南京"
190,算法工程师,网络研发工程师,25-50k·16薪,南京-江宁区,3-5年-本科-网络开发-需求分析-容器-Kubernetes,3-5年-本科-网络开发-需求分析-容器-Kubernetes,云脉芯联,计算机软件-天使轮-50-99人,南京-江宁区,计算机软件-天使轮-50-99人,"岗位职责：
1.负责容器网络控制面设计与研发; 
2.负责智能网卡相关集成与测试; 
3.深入发掘和分析业务需求，撰写技术方案和系统设计； 
4.能够熟悉开发流程，完善开发、测试、发布工具。 
","岗位要求： 
1.3年以上相关工作优先；
2.计算机或相关专业，具备良好的计算机基础、网络知识，了解常用数据结构与算法； 
3.熟悉Openstack，OpenvSwitch，OVN架构与实现; 
4.熟悉K8S容器网络，有cni网络插件开发经验者优先； 
5.有云网络数据面/控制面设计、研发或者调优经验者优先; 
6.熟悉C/golang编程语言，掌握golang常用框架，了解框架实现原理细节； 
7.有良好的编码习惯与接口设计规范，关注服务质量与安全，对代码精益求精； 
8.有良好的沟通表达能力和团队协作能力，工作责任心强，具有良好的分析问题和解决问题能力；
9.条件优异者，薪资可谈。"
191,算法工程师,嵌入式（无线）软件工程师,35-50k,深圳-龙华区,1-3年-本科-嵌入式软件开发-无线通信-蓝牙协议,1-3年-本科-嵌入式软件开发-无线通信-蓝牙协议,深圳市吾江信息科技合伙企业(有限合伙),计算机软件-1-49人,深圳-龙华区,计算机软件-1-49人,"岗位职责：
1. 智能硬件产品中的无线通信子系统软件框架设计，开发和集成；
2. 主导项目各模块功能实现，完成产品整体调试与交付； 
3. 解决开发过程中的关键问题和技术难题； 
4. 指导和培养技术新人;


","任职要求 
1. 计算机、电子通信、自动化等相关专业，全日制本科及以上学历；具备2年以上嵌入式开发经历；  
2. 精通C/C++语言，具有良好的编程风格；掌握基础的数据结构与算法；
3. 熟悉RTOS内核及调试方法，熟悉UART,SPI,IIC,SDIO,USB等常用外设接口通讯协议；
4. 熟悉Wi-Fi/蓝牙/Zigbee/Lora等无线协议栈，有MAC/PHY层开发经验者优先 ；"
192,算法工程师,应用软件工程师/专家（传感器方向）,40-60k·15薪,北京,5-10年-统招本科-汽车领域-C++-C/C++-C语言,5-10年-统招本科-汽车领域-C++-C/C++-C语言,某北京大型人工智能公司,人工智能-C轮-500-999人,北京,人工智能-C轮-500-999人,,
193,算法工程师,前端开发,18-35k·15薪,杭州-滨江区,经验不限-统招本科,经验不限-统招本科,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,杭州-滨江区,通信设备-融资未公开-10000人以上,,
194,算法工程师,高性能计算开发工程师,30-50k,西安,3-5年-统招本科-C++-Python-Linux,3-5年-统招本科-C++-Python-Linux,某知名公司,电子/半导体/集成电路-不需要融资-10000人以上,西安,电子/半导体/集成电路-不需要融资-10000人以上,,
195,算法工程师,终端软件工程师,12-20k,武汉-洪山区,3-5年-统招本科-Qt-IT/信息化领域-Objective-C-C语言-C/C++-QML-R语言-Qt Creator-OpenGL,3-5年-统招本科-Qt-IT/信息化领域-Objective-C-C语言-C/C++-QML-R语言-Qt Creator-OpenGL,中船凌久电子(武汉)有限责任公司,电子/半导体/集成电路-100-499人,武汉-洪山区,电子/半导体/集成电路-100-499人,"工作职责：
1.负责显控系统的方案和工程实施；
2.提出显控系统硬件（电讯）设计要求；
3.显控算法设计和软件设计；
4.组织显控系统软件、逻辑调试，组织显控系统测试。

","岗位要求：
1) 计算机相关专业，三年及以上Windows软件开发经验；
2) 在雷达领域、通讯领域从事过终端软件设计者优先；
3) 熟练掌握C++、QT语言，掌握QT QML语言者优先；
4) 有OpenGL/DirectX/OSG相关开发经验者优先；
5) 熟练掌握visual studio/qt creator开发工具；
6) 熟悉网络、串口等基本通讯技术，如TCP/IP、HTTP等通信协议、Socket编程；
7) 扎实的计算机专业基础，熟悉常用的数据结构与算法，良好的编程习惯；
8) 对软件产品有强烈的责任心，有良好的沟通能力和团队合作精神。"
196,算法工程师,高级软件工程师,20-45k,深圳,3-5年-硕士-架构设计,3-5年-硕士-架构设计,BYD,电子/半导体/集成电路-已上市-10000人以上,深圳,电子/半导体/集成电路-已上市-10000人以上,"岗位职责：
1、负责基于开放式数控系统的二次开发；
2、负责数控系统架构设计与优化；
3、负责对算法工程师对接，在系统中实现算法；
4、负责控制系统上下游需求对接；
","任职要求：
1、硕士及以上学历，3年工作经验；
2、有基于倍福或PA9000开放式数控系统二次开发项目经验，熟悉倍福的TwinCAT或PA的Compile Cycles ；
3、熟悉了解机床、数控系统；
4、熟练掌握C++、python编程语言，常用数据结构与算法；


我们了解您的价值，期待您的加入！"
197,算法工程师,CDN系统平台架构师,30-40k,北京,5-10年-硕士-架构设计-Dubbo-云计算领域-技术支持,5-10年-硕士-架构设计-Dubbo-云计算领域-技术支持,某北京大型计算机软件公司,计算机软件-A轮-1000-2000人,北京,计算机软件-A轮-1000-2000人,,
198,算法工程师,中高级golang开发工程师,15-30k,武汉,3-5年-本科-架构设计,3-5年-本科-架构设计,中至数据集团股份有限公司,计算机软件-融资未公开-500-999人,武汉,计算机软件-融资未公开-500-999人,"【岗位职责】
1.负责公司内部后台项目以及游戏底层框架的开发、维护以及架构设计工作
2.积极配合后端人员一起推动产品优化工作，不断提高产品质量与用户体验
3.积极与组员协作共同推进团队的优化工作包括效率提升、技术提升与技术资产化管理
【","任职要求】
1.3年及以上golang开发经验
2.熟悉操作系统、计算网络原理、常用的数据结构与算法、设计模式
3.能够独立完成需求与系统优化工作，并指导他人，共同推进任务
4.有良好的编码习惯并能产出高质量的文档"
199,算法工程师,资深嵌入式软件工程师（配电终端）,25-35k·13薪,合肥,5-10年-学历不限-嵌入式软件开发-C++-配电终端-电力二次设备-继电保护- 测控装置-DTU-Linux-FTU- TTU,5-10年-学历不限-嵌入式软件开发-C++-配电终端-电力二次设备-继电保护- 测控装置-DTU-Linux-FTU- TTU,某知名电子/半导体/集成电路上市公司,电子/半导体/集成电路-已上市-1000-2000人,合肥,电子/半导体/集成电路-已上市-1000-2000人,"岗位职责：
1、负责配电终端（（DTU、FTU、TTU等））的采样、保护、通信、逻辑等软件功能开发；
2、配合硬件工程师完成硬件调试及解决问题； 
3、负责产品文档归档、版本控制、专利申报；
4、其他领导安排的工作。 
","岗位要求：
1、本科及以上学历，45岁以下,8年以上电力自动化领域软件开发工作，有继电保护、测控装置、配电终端等产品开发经验；
2、熟悉C++开发语言及数据结构与算法；
3、做过保护逻辑、通讯规约（有linux平台开发经验更好），有南网、国网各地区供货经验优先；
4、熟悉DL/T634.5101、DL/T634.5104 、modbus等配电自动化相关协议；
5、有良好的文档编写能力和客户沟通能力。"
200,算法工程师,AI算法优化开发专家/工程师,30-60k·15薪,北京-通州区,5-10年-统招本科-cuda-tensorrt-算法优化-自动驾驶-GPU,5-10年-统招本科-cuda-tensorrt-算法优化-自动驾驶-GPU,斑马网络技术有限公司,互联网-1000-2000人,北京-通州区,互联网-1000-2000人,"岗位职责： 
-负责智驾算法在GPU/DLA等算力平台上的部署，包括模型量化、模型剪枝等技术 
-负责智驾算法端到端性能优化，包括子图优化、算子优化、模型前后处理优化等技术 
-与算法团队紧密合作，从性能/精度/部署成本等维度为算法团队提供输入和指标要求 
-负责智驾整系统性能调试与优化，解决资源占用、资源竞争等问题，确保整系统达到上车指标
","任职资格
-硕士5年以上工作经验，含2年以上AI高性能计算开发经验，且在GPU领域有2年以上开发经验 
-熟练掌握C++/CUDA等编程语言，扎实的数据结构与算法能力，熟悉计算机体系架构等基础知识
-熟悉Xavier/Orin计算平台，熟练掌握TensorRT推理引擎，并有GPU/DLA算子开发经验者优先 
-熟悉cuDNN、Cutlass等任一高性能算子库，并有相关开发经验者优先
-良好的发现问题、解决问题、团队协作和沟通能力。
"
201,算法工程师,云监控架构师,50-80k·16薪,杭州-西湖区,10年以上-本科-技术支持-云计算领域-网络开发-架构设计-软件开发,10年以上-本科-技术支持-云计算领域-网络开发-架构设计-软件开发,某杭州大型互联网公司,互联网-战略融资-10000人以上,杭州-西湖区,互联网-战略融资-10000人以上,"岗位职责
1. 负责云监控平台技术架构的设计和迭代演进，包括技术预研和技术难点攻关，保障业务功能的落地及系统的稳定性、可靠性。
2. 负责云监控平台功能的设计和研发，包括重点功能的系统分析、设计并主导开发实现。
3. 负责云监控平台部署、升级方案的设计、实现和落地。
4. 负责云监控平台的问题跟进和日常业务需求响应。

","任职要求：
● 计算机科学、软件工程、数学、信息安全等相关专业背景，硕士及以上学历，学习成绩优秀；
● 有良好的技术基础，熟练掌握编程语言、数据结构与算法、操作系统、计算机网络、数据库等；
● 熟悉 Java/Golang等编程语言中的至少一门；
● 有良好的的沟通表达能力，一定的抗压能力，持续学习，关注前沿，敢于挑战自我；
● 有云计算、监控/运维平台研发工作经验者优先;
● 有稳定性治理、技术风险业务经验者优先。"
202,算法工程师,应用软件工程师/专家 - 北京上海嘉定南京,26-50k·15薪,南京-栖霞区,5-10年-统招本科-C/C++-图像开发-Linux-嵌入式软件开发-音视频开发-C语言-汽车领域-人工智能领域-嵌入式应用软件开发,5-10年-统招本科-C/C++-图像开发-Linux-嵌入式软件开发-音视频开发-C语言-汽车领域-人工智能领域-嵌入式应用软件开发,某AI芯片公司,IT服务-5000-10000人,南京-栖霞区,IT服务-5000-10000人,,
203,算法工程师,搜索推荐负责人-AC010262,55-80k·16薪,深圳-南山区,5-10年-本科-架构设计,5-10年-本科-架构设计,某知名公司,专业技术服务-2000-5000人,深圳-南山区,专业技术服务-2000-5000人,,
204,算法工程师,Golang开发工程师,20-35k·13薪,长春,5-10年-统招本科-后端开发-网络开发-架构设计-Golang-LabVIEW-C++,5-10年-统招本科-后端开发-网络开发-架构设计-Golang-LabVIEW-C++,某国内互联网上市公司,互联网-已上市-50-99人,长春,互联网-已上市-50-99人,"岗位职责：
1、负责项目的设计架构与业务目标，参与设计并实现高稳定高并发高可用Web后端RPC服务组件；
2、参与需求评审和实现设计，与其他岗位成员配合将需求完成落地；
3、具备结果导向思维，明确业务上线目的，保障负责模块高效、稳定的运行；
4、具有较强的安全意识，保护好各类线上环境的密钥、登录凭证、连接地址等敏感信息；
5、参与项目的实施对接，过程中自己负责的时间段内应做到及时回应、及时响应、及时处理。



","任职要求：
1、5年以上后端开发经验，至少3年以上Golang公司项目开发经验；
2、精通Go语言、了解其runtime、协程、GC、Channel等内部机制，对Linux操作系统有较深理解；
3、数学或计算机相关专业出身，有较强的数据结构与算法功底，充分理解TCP/UDP、HTTP等网络协议内容；
4、熟悉后端开发中常用架构（如微服务、服务网格等），熟练使用常用中间件于开发工具；
5、有C/C++项目经验者优先；"
205,算法工程师,C++后端开发,17-25k,广州,1-3年-统招本科-c++-linux-mysql-lua-数据库,1-3年-统招本科-c++-linux-mysql-lua-数据库,广州四三九九游戏,游戏-融资未公开-1000-2000人,广州,游戏-融资未公开-1000-2000人,"C++服务器端工程师
岗位职责
1、使用C++/lua语言编写服务器端各模块与逻辑代码； 
2、参与服务器端需求设计、代码测试与维护。

","任职要求
1、本科及以上学历，计算机、软件工程相关专业优先； 
2、1年以上网络游戏/互联网行业大型项目经验, 精通C/C++/lua；
3、熟悉Linux环境，精通数据结构与算法、Socket编程、多线程编程等； 
4、熟悉至少一种常用数据库，如MySQL的设计、开发与优化； 
5、良好的沟通能力与团队协作能力，高度的工作责任心和敬业精神。"
206,算法工程师,C++初级工程师,10-20k,深圳-南山区,1-3年-统招本科-网络开发-系统开发-C++-C/C++-C语言,1-3年-统招本科-网络开发-系统开发-C++-C/C++-C语言,贝格迈思,计算机软件-天使轮-50-99人,深圳-南山区,计算机软件-天使轮-50-99人,"1.参与并行计算/分布式系统的分析和设计工作；

2.负责并行计算/分布式系统各类设计、开发、测试文档的撰写；

3.负责并行计算/分布式系统的C/C++编程实现，确保高性能和高安全；

4.负责并行计算/分布式系统的性能测试及优化；

5.参与公司高性能并行计算、低延迟、分布式系统架构等研究方向，结合业务开发高性能低延迟计算框架。

","岗位要求：

1.信息技术类相关专业本科或以上学历，计算机基础知识（包括操作系统、数据结构、算法设计与分析等）扎实；

2.一年或以上相关工作经验；

3.精通C/C++及其他一种或多种编程语言，代码编写规范；

4.掌握常用的数据结构，能做基本的算法复杂度分析；

5.熟悉Linux平台下多线程系统开发和网络编程技术；

6.阅读过并行计算/分布式系统相关的一个或多个C/C++开源项目的源代码；

7.擅于沟通，能有条理地清晰表达技术问题及其解决方案；

8.熟悉各种C++标准（C++98、C++11、C++14、C++17和C++20）的优先考虑。

9.参加过省级或以上计算机编程类竞赛的优先考虑。"
207,算法工程师,高级java工程师,20-25k,无锡-江阴,3-5年-本科-Java-CSS-Vue-Spring MVC-Spring Boot,3-5年-本科-Java-CSS-Vue-Spring MVC-Spring Boot,福村宝医疗科技有限公司,互联网-100-499人,无锡-江阴,互联网-100-499人,"工作职责：
1、根据产品需求，按时完成指定模块的开发与调试；
2、负责B端系统的后端研发、接口研发，对接与调测；
3、负责对系统的性能与可靠性调优；
4、负责基础组件开发、代码库整理及优化；
5、负责所属模块技术文档的编写及维护；
6、参与相关产品需求讨论与产品系统构架的设计和优化工作。

","任职要求：
1、本一或以上学历，计算机软件、数学等相关专业。
2、具有扎实的程序设计基础，精通Java语法，熟悉常用的数据结构与算法。了解基本的设计模式并有应用经验；熟练掌握面向对象设计开发，熟悉UML和软件工程。
3、具有4年以上Java后端开发经验，熟悉springBoot，SpringMVC，Hibernate等基础框架，熟悉后端服务应用构建与调试工具。熟悉MySQL等常用数据库及其他SQL数据库应用开发。了解Redis缓存并有使用经验。
4、熟悉各种前端技术，包括HTML、XML、Ajax、CSS、JQuery、Json、Vue等。
5、热爱程序设计，对IT行业充满激情，对产品和代码质量富有责任心。
/6、思路清晰，具备需求分析和系统设计能力，有独立解决问题的能力；具有良好的沟通能力、理解能力及团队精神，责任心强，能承受较大的工作压力。"
208,算法工程师,Golang/Java开发工程师（云平台）,30-60k,北京-朝阳区,5-10年-本科-云计算-后端开发-Java-Golang,5-10年-本科-云计算-后端开发-Java-Golang,某知名公司,咨询服务,北京-朝阳区,咨询服务,"工作职责：
1.参与集团云平台技术架构的研究，规划设计和实施；
2.负责集团云平台重要项目等需求分析、方案设计、核心代码编写以及优化工作；
3.负责云原生相关新技术（如service mesh、serverless等）的研究与落地；
","任职要求：
1. 熟练掌握一门编程语言（Golang/Java）；
2. 熟练使用多线程编程，熟悉常用的数据结构与算法；
3. 有分布式开发经验者优先；
4. 积极参与开源、有开源产品开发经验者优先；
5. 有云计算（docker、containerd、kubernetes、kernel）相关开发经验者优先；
6. 有较好的团队沟通协作能力，对技术有极客精神，有较强的学习能力；
"
209,算法工程师,后台开发,17-25k·14薪,杭州-西湖区,3-5年-大专-系统开发-Objective-C-C/C++-C语言,3-5年-大专-系统开发-Objective-C-C/C++-C语言,中焯信息,计算机软件-融资未公开-100-499人,杭州-西湖区,计算机软件-融资未公开-100-499人,"岗位职责
1、根据项目开发设计文档，编写程序及其相关开发文档；
2、能独立处理和解决所负责的任务，解决开发过程中的技术难题；
3、负责系统的性能及可靠性调优；
4、参与相关产品需求讨论与产品系统架构的设计和优化工作；
5、主要工作方向：证券交易、行情数据处理
","岗位要求
1、有实际Delphi项目开发经验；
2、精通Delphi，理解面向对象编程思想；熟悉常用的数据结构与算法；
3、熟悉多线程开发、Socket网络编程，有大并发服务端系统开发经验优先；
4、具备良好的编码习惯及开发文档书写习惯；
5、工作责任心强，有较强的语言表达能力和文字理解能力；
6、具备良好的合作态度及团队精神，有工作激情、创新欲望和责任感；
7、善于学习，乐于分享，能承受较大工作压力。
8、有金融行业开发经验优先"
210,算法工程师,平台开发工程师,15-23k,杭州-滨江区,1-3年-本科-模块开发-功能开发-后端开发-架构设计-Redis-MySQL-消息队列-Objective-C-D语言-C/C++,1-3年-本科-模块开发-功能开发-后端开发-架构设计-Redis-MySQL-消息队列-Objective-C-D语言-C/C++,德科信息,互联网-战略投资-5000-10000人,杭州-滨江区,互联网-战略投资-5000-10000人,,
211,算法工程师,前端开发,20-40k·16薪,深圳-龙岗区,经验不限-统招本科,经验不限-统招本科,某深圳大型通信设备公司,通信设备-融资未公开-10000人以上,深圳-龙岗区,通信设备-融资未公开-10000人以上,,
212,算法工程师,Go开发工程师,22-35k·13薪,长春,5-10年-统招本科-后端开发-网络开发-架构设计-Golang-LabVIEW-C++,5-10年-统招本科-后端开发-网络开发-架构设计-Golang-LabVIEW-C++,某国内互联网上市公司,互联网-已上市-50-99人,长春,互联网-已上市-50-99人,"岗位职责：
1、负责项目的设计架构与业务目标，参与设计并实现高稳定高并发高可用Web后端RPC服务组件；
2、参与需求评审和实现设计，与其他岗位成员配合将需求完成落地；
3、具备结果导向思维，明确业务上线目的，保障负责模块高效、稳定的运行；
4、具有较强的安全意识，保护好各类线上环境的密钥、登录凭证、连接地址等敏感信息；
5、参与项目的实施对接，过程中自己负责的时间段内应做到及时回应、及时响应、及时处理。
","任职要求：
1、5年以上后端开发经验，至少3年以上Golang公司项目开发经验；
2、精通Go语言、了解其runtime、协程、GC、Channel等内部机制，对Linux操作系统有较深理解；
3、数学或计算机相关专业出身，有较强的数据结构与算法功底，充分理解TCP/UDP、HTTP等网络协议内容；
4、熟悉后端开发中常用架构（如微服务、服务网格等），熟练使用常用中间件于开发工具；
5、有C/C++项目经验者优先
。"
213,算法工程师,服务端研发工程师,25-40k·15薪,北京-海淀区,1-3年-本科-Golang-LabVIEW,1-3年-本科-Golang-LabVIEW,长地万方,互联网-100-499人,北京-海淀区,互联网-100-499人,,
214,算法工程师,应用开发工程师,14-25k,杭州-西湖区,3-5年-本科-服务器开发,3-5年-本科-服务器开发,又拍云,互联网-B轮-100-499人,杭州-西湖区,互联网-B轮-100-499人,"岗位职责：
负责公司项目应用层及系统后端开发维护；
与产品人员沟通需求，与前端同事对接接口；
优化接口请求时长，解决稳定性问题；
各数据库系统调优、升级、稳定迁移。

","岗位要求 ：
熟练掌握 Node.js 或 Golang 其中至少一门编程语言及其生态；
熟悉 Shell 脚本语言和常用的命令行工具；
有 Redis、MySQL、Kafka、ElasticSearch、ClickHouse、Prometheus 等服务的使用和部署经验，或能快速学习这些服务；
熟悉容器技术，能独立构建 Docker 镜像并部署 K8s 容器云平台；
熟练掌握完整的服务端开发流程，包括开发、调试、代码审核、自动化测试和部署等；
能设计出逻辑清晰、模块化、规范化的代码；
快速定位、分析、解决问题的能力；
有进度意识，及时有效地与团队内的其他伙伴沟通。

加分：
有前端项目的经验；
有参与复杂大规模项目的经验；
熟悉数据结构与算法。"
215,算法工程师,软件工程师,15-30k·14薪,深圳-龙华区,1-3年-统招本科-R语言,1-3年-统招本科-R语言,芯璨科技,电子/半导体/集成电路-A轮-50-99人,深圳-龙华区,电子/半导体/集成电路-A轮-50-99人,"职责描述：
1、负责自研芯片产品研发、算法开发及机械手平台的开发和维护，支撑公司产品设计开发工作高效运转；
2、负责自研芯片产品量产测试平台的开发和维护，确保公司产品高效可靠生产；

","任职要求：
1、本科及以上学历，计算机、通信、电子、自动化、软件等相关专业
2、C/C++编程功底扎实，对数据结构与算法、操作系统、计算机网络等专业知识有清晰的理解
3、熟悉Qt界面开发、多进程多线程开发、python脚本开发
4、了解常用通信方式，如TCP/IP、USB、UART、IIC、SPI等
5、有windows或linux驱动和应用开发经验者优先，有下位机ARM开发经验者优先
6、英语CET-4及以上，能用英语进行基本的听说读写
7、能始终保持学习、进步的热情，个人心态开放乐观，团队协作积极主动，工作沟通高效顺畅
8、工作责任感强烈，具有高强度的工作韧性
"
216,算法工程师,java开发工程师,20-40k,上海,3-5年-硕士-Java,3-5年-硕士-Java,达坦能源科技,石化-战略投资-100-499人,上海,石化-战略投资-100-499人,,
217,算法工程师,C++后端开发,20-45k·16薪,北京-海淀区,经验不限-统招本科-架构设计-系统开发-架构开发,经验不限-统招本科-架构设计-系统开发-架构开发,小马智行科技有限公司,计算机软件-C轮-500-999人,北京-海淀区,计算机软件-C轮-500-999人,"职责描述：
团队负责根据道路、周围环境、其他车辆行人等实时交通情况，决定和控制自动驾驶车辆如何行驶，是自动驾驶中最核心的团队之一。
团队的软件或算法工程师负责以下工作中的一项或几项：

-高性能、高可靠性的Planning架构设计与系统开发；
-高精度、高性能的计算几何与数值计算算法开发与优化；
-在驾驶决策等方面通过机器学习或其他算法提升自动驾驶车辆的能力；
-路测大数据分析处理架构设计与系统开发；
-仿真平台开发，基于海量路测数据，使仿真平台更符合真实路测场景；
-内部工具开发，提高研发效率。


","任职要求：
-优秀的编程能力，熟悉C、C++、Python、Java等主流编程语言中的至少一种，熟悉常用的数据结构与算法；
-优秀的沟通与协作能力；
-优秀的问题转化与建模能力，需要创新性的思维解决全行业都没有解决过的有挑战的问题；
-对于机器学习方向的算法工程师，除编程能力外也需要掌握常见的机器学习算法

熟练掌握以下内容中的任何一项可适当加分：
-会开车
-数值优化
-计算几何"
218,算法工程师,嵌入式软件工程师-传感器,25-50k·14薪,北京,3-5年-本科-C++-图像开发-音视频开发-人工智能领域-汽车领域-传感器,3-5年-本科-C++-图像开发-音视频开发-人工智能领域-汽车领域-传感器,某大型知名人工智能公司,人工智能-C轮-500-999人,北京,人工智能-C轮-500-999人,,
219,算法工程师,Unity3D游戏主程-14薪,18-30k·14薪,西安-雁塔区,5-10年-统招本科-Unity3D-欧美休闲,5-10年-统招本科-Unity3D-欧美休闲,迪果科技,游戏-100-499人,西安-雁塔区,游戏-100-499人,"岗位职责：
1.使用Unity3D研发iOS/Android平台的休闲手游；
2.负责Unity3D程序架构与性能优化；
3.负责调研新技术，提出解决方案以满足新需求；
4.负责项目团队培训和管理，积极帮助伙伴成长；
","任职要求：
1.本科学历，计算机相关专业，熟悉Unity3D引擎架构设计，5年以上Unity3D 开发经验；
2.熟悉Unity常见实用插件；熟悉C#及常用的数据结构与算法；
3.了解图形学基础，熟悉unity shader的编写，根据项目需求完成功能的开发和维护。
公司福利：周末双休，五险一金，年度14薪，弹性上班，高温补贴，节日福利。"
