序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
1,算法工程师,系统研发（初级&中级）,15-25k,北京-朝阳区,经验不限-统招本科-架构设计-C++-GIT,经验不限-统招本科-架构设计-C++-GIT,上海文谛资产管理有限公司,基金/证券/期货-50-99人,北京-朝阳区,基金/证券/期货-50-99人,,
2,算法工程师,快速原型Python工程师,23-35k·14薪,上海-黄浦区,5-10年-统招本科-Linux-AI算法应用-数据爬取分析,5-10年-统招本科-Linux-AI算法应用-数据爬取分析,现代汽车中国前瞻数字研发中心,整车制造-100-499人,上海-黄浦区,整车制造-100-499人,"职责描述:
1. 负责Python应用程序开发
2. 负责开源AI算法应用调试
3. 配合快速原型工程师完成快速原型验证

","任职要求:
1. 本科及以上学历，计算机、软件工程等相关专业
2. 五年以上Python开发经验
3. 精通Python应用开发，掌握Python数据结构与常用算法
4. 熟悉Linux环境，了解http等网络协议
5. 熟悉mysql，熟悉主流nosql数据库
6. 了解pandas, numpy
7. 较强的沟通能力，能够积极主动解决问题
8. 有AI算法应用开发经验者优先
9. 熟悉scrapy等爬虫框架，有数据爬取分析经验者优先"
3,算法工程师,高级算法工程师,15-25k,成都,1-3年-硕士-信号处理-知识图谱-Python-图像处理,1-3年-硕士-信号处理-知识图谱-Python-图像处理,泰盟软件,智能硬件-100-499人,成都,智能硬件-100-499人,"一、岗位职责：
1、负责对公司现有的图像、信号处理算法类产品进行维护和优化；
2、调研相关的传感器信号、计算机视觉前沿算法并将之优化、部署到实际产品之中；
3、评估和测试算法可行性及算法运行效果，根据实际需求进行分析改进；
4、撰写项目相关算法设计和开发文档。
二、","任职要求：
1、硕士及以上学历，数学、计算机、软件等相关数据计算类专业，
2、有扎实的数理基础，熟悉常见的数据结构与算法；
3、熟练使用python，有一定的C/C++基础，有CUDA编程硬化经验更佳;
4、熟悉OpneCV, 熟悉Scikit-learn, TensorFlow、PyTorch等一种或多种学习框架；
5、熟悉常见的神经网络结构，如ResNet、MobileNet及YOLO系列等；
6、具有模型的蒸馏、剪枝、量化，并成功部署到边缘计算设备项目经验的优先；
7、有脑电、心电、肌电、血压、血氧，心率、血氧、血压、运动识别相关经验者优先；
8、有GNN图卷积网络、人体姿态估计、知识图谱完整性项目经验优先。"
4,算法工程师,Java开发工程师（武汉）,15-21k·13薪,武汉-江夏区,3-5年-统招本科-Spring-jQuery-Mybatis-SpringMVC-框架开发-框架设计-Web开发-Java-消息队列,3-5年-统招本科-Spring-jQuery-Mybatis-SpringMVC-框架开发-框架设计-Web开发-Java-消息队列,北京数字政通科技股份有限公司,计算机软件-已上市-1000-2000人,武汉-江夏区,计算机软件-已上市-1000-2000人,"岗位职责
 1、参与新竞价交易系统风控、撮合、 行情集群、跟账服务等功能开发工作；
 2、参与新期权交易新系统后续版本迭 代工作；
 3、进行内存数据引擎设计、开发工作；
 4、进行分布式系统管理软件的设计和 开发。 
","岗位要求 
1、本科及以上学历（理工科专业方向），3 年以上软件开发工作经验； 
2、了解Go语言协程调度模型和内存模型； 
3、具备计算机与证劵金融领域复合背景及工 作经历，了解交易撮合等相关业务知识，具 备交易系统研发相关工作经验者优先；
 4、了解Linux操作系统，熟悉Go语言，了解 服务器开发、G4架构交付及新期权信创跟账 项目招标文件数据结构与算法，软件研发流 程等专业知识；
 5、具备编码和撰写文档的能力；
 6、具备一定的沟通能力和表达能力，有较强 的团队合作精神与团队协作能力。"
5,算法工程师,Golang开发工程师（马来西亚企业）,30-50k,深圳-南山区,3-5年-本科-服务器开发-架构设计-引擎开发,3-5年-本科-服务器开发-架构设计-引擎开发,DOUBLE KOI TECHNOLOGY SERVICES,区块链-50-99人,深圳-南山区,区块链-50-99人,"【福利待遇】
？竞争力的薪酬:为员工提供具有市场竞争力的薪酬，一年1-2次调薪机会；根据员工业绩表现及公司年度的目标达成情况发放业绩奖金，包括：年终奖、年度突破奖、特别贡献奖等；股票期权激励，核心员工依据个人贡献配置。
？员工福利：午餐补贴、出差补贴、交通补贴、通讯补贴。
？员工保障：入职即享有六险一金、定期体检。
？员工活动：定期团建，各类节日庆祝活动，羽毛球、篮球、乒乓球运动会等。
？职业通道：清晰明确的职业规划，专业线和管理线发展双通道，提供可持续发展的职业平台。

工作职责:
1、从事公司应用系统研开发
2、支持现有系统的分析和优化。改进系统，提高系统可用性和稳定性
3、重点应用项目的预研和方案实施，复杂问题解决以及技术难点攻关

","任职资格:
1、本科3年以上工作经验，计算机或相关专业；
2、熟悉java web开发，了解spring、springmvc、mybatis相关框架，有一定的使用经验；
3、熟悉BS模式开发，能熟练进行html、css3、java""script""相关开发，能熟练使用require js以及jquery等前端框架者优先；
4、java基础扎实，熟练掌握java io，多线程，网络等基础知识，熟悉基本数据结构与算法。有缓存中间件、消息中间件的使用经验者优先；
5、熟悉一种以上数据库并熟练运用SQL，具备Oracle数据库开发经验者优先；
6、思路清晰、学习能力强，勇于承担压力和挑战；
7、具有较强的上进心和较好的团队合作精神。"
6,算法工程师,高级Java开发工程师,20-25k,宁波-鄞州区,10年以上-统招本科-框架设计-框架开发-架构设计-容器,10年以上-统招本科-框架设计-框架开发-架构设计-容器,中软国际科技,IT服务-10000人以上,宁波-鄞州区,IT服务-10000人以上,1、,"岗位要求：
1.精通Java编程语言，对并发编程、数据结构与算法有深入理解。
2.熟悉常用的Java框架，如Spring、Spring Boot、Spring Cloud、Mybatis等。
3.熟悉常见的容器技术，如Docker、Kubernetes等。
4.熟悉常见的微服务架构，如基于Spring Cloud微服务框架的构建与部署、微服务治理、服务降级与熔断、服务网关等相关技术。
5.熟练掌握常见的数据存储技术，如MySQL、Redis、MongoDB等。
6.专业基础扎实，熟悉IO、多线程、集合等基础框架，熟悉分布式、缓存、消息等。
7.熟悉大数据量、高并发、高性能的分布式系统设计及应用、调优。
8.熟悉复杂系统的设计，确保系统的架构质量，指导和培训工程师不断进行系统优化。
9.具有较强的系统设计、分析和实现能力，能够独立完成高质量的代码编写，具备良好的代码质量、可读性和维护性。
10.具有良好的沟通能力和团队协作精神，能够与其他团队成员和业务部门合作，提供高质量的技术方案，协助解决技术难题，在团队中发挥重要作用。
11.具备一定的自我学习和持续学习的能力，能够独立研究并掌握新的技术，保持对技术的敏锐性。"
7,算法工程师,高级Java工程师,15-25k·14薪,武汉-东西湖区,5-10年-本科-系统开发-大数据领域-架构设计,5-10年-本科-系统开发-大数据领域-架构设计,九州通医药集团股份有限公司,制药-沪深A股上市-5000-10000人,武汉-东西湖区,制药-沪深A股上市-5000-10000人,"职责描述：
1. 负责自然语言处理算法研发、优化及应用，包括但不限于语音交互技术、问答技术、多轮对话技术、任务型机器人等；
2. 负责多轮对话相关算法的研发及应用，包括但不限于上下文理解、闲聊型对话、问答型对话、任务型对话等；
3. 负责对话系统、深度学习、强化学习、知识图谱等前沿相关算法的研发及应用；
4. 为智能问答、智能客服、在线机器人等人工智能相关项目提供解决方案，并进行研发、验证和优化。
","任职要求：
1、3年左右NLP相关经验，在自然语言处理等领域具有较为深入理解，能够独立项目研发。
2、计算机、信号处理、通信、自动化等相关专业，AI相关专业研究方向优先；
3、 熟悉问答对话、客服机器人、文本挖掘等业务场景、系统流程，有丰富经验优先。
4、熟练掌握python、c\c++等常用编程语言，具有linux下的开发经验；有良好的数据结构与算法基础，具备扎实的编程功底；
5、具pytorch、tensorflow等深度学习框架与自然语言处理结合实际项目经验者优先。
6、能跟踪业界与学业界的最新进展，具有较强的研究能力，逻辑思维能力强，善于沟通，具有团队精神，"
8,算法工程师,业务安全研发组_服务端研发工程师,20-40k·16薪,北京-海淀区,3-5年-本科-框架开发-框架设计,3-5年-本科-框架开发-框架设计,Baidu,互联网-美股上市-10000人以上,北京-海淀区,互联网-美股上市-10000人以上,"职责描述：
1.	负责基本于移动机器人平台的建图、定位、导航算法；
2.	负责基于激光SLAM的算法研究、实现与优化；
3.	负责相关算法的开发、测试、嵌入式设备中移植、优化及产品化；
","任职要求：
1.	硕士以上学历，有比较丰富的激光雷达相关开发经验；
2.	有扎实的数学基础，精通常见的几何、统计学等基本理论，并熟悉这些技术在激光雷达点云处理、视觉slam领域中的应用；
3.	熟练掌握C++、openCV库和常用的数据结构与算法；
4.	至少能够熟练使用一种slam的开源算法(gmapping, hector, cartographer)。
5.	熟悉软件开发工具和脚本语言不限于Git、CMake、python等；"
9,算法工程师,后端JAVA/GO开发工程师-容器技术,50-80k,北京,5-10年-统招本科-架构设计-云计算领域,5-10年-统招本科-架构设计-云计算领域,某北京大型互联网公司,互联网-不需要融资-10000人以上,北京,互联网-不需要融资-10000人以上,"岗位职责
1、负责信息系统总体架构设计、网络架构设计； 
2、负责系统平台模块开发工作，包括交换机IP协议栈和路由协议相关的架构设计、开发和维护；
3、负责新型网络通信技术应用、多几余架构组网设计、有线、无线异构融合组网设计等网络通信与信息应用领域的关键技术研究; 
4、负责相关通信核心产品核心、代码研发。 
","任职要求
1、通信、电子信息、计算机等相关专业，本科及以上学历; 
2、通交换机，路由器、PTN、SON等组网设备组网架构、传输原理、应用场景、适用模块； 
3、精通IP 协议栈和 PV4/6单播路由协议，如 OSPF/OSPF V3、RIP/RIPng、BGP、ISS等，精通IPV4/6组播路由协议，如IGMP PIM-DM/SM； 
4、热爱编程，熟悉掌握但不限于JAVA/C++/C/Python/GO等编程语言中的一种或数种，有良好的编程习4慢，熟悉数据结构与算法; 
5、有丰富的编程经验，有通信项目开发经验，能够独立完成产品设计和相关代码研发； 
6、具备独立工作能力和解决问题的能力，善于沟通，乐于台作，热衷新技术，善于总结分享，喜欢动手实操； 
所属行业:军工
职能分类:其他电子/通信/半导体
工作城市:岗位Base 北京/扬州都可，但需要人选可以接受两地出差的情况"
10,算法工程师,算法工程师（社招）,20-50k·14薪,杭州-余杭区,3-5年-统招本科,3-5年-统招本科,弈芯科技,计算机软件-1-49人,杭州-余杭区,计算机软件-1-49人,"岗位职责：
1.充分理解产品工程师提出的功能及性能需求，并沟协调最终方案
2.实现正确/合理/高效的数据结构和算法
3.自我验证功能的正确性/高效性

","岗位要求：
1.理工科专业本科及以上学历；
2.具有扎实的数学和物理基础，较强的分析能力与逻辑思维能力；
3.具有Linux环境下C/C++编程经验；
4.掌握数据结构和算法的分析与设计
5.了解图形算法、图像算法等；
6.能够阅读专业性较强的论文及文献资料；

加分项：有工业软件公司/EDA公司/半导体公司相关岗位工作经验。
PS：可以接受非半导体行业算法同学，更看重人的基础素质，数理思维，快速学习能力"
11,算法工程师,高级系统开发工程师,15-16k·15薪,广州-天河区,5-10年-本科-框架设计-框架开发-CSS-容器-Tomcat-HTML-ECMAScript 6-ECMAScript-R语言-SQL Server,5-10年-本科-框架设计-框架开发-CSS-容器-Tomcat-HTML-ECMAScript 6-ECMAScript-R语言-SQL Server,西克传感器,电气机械/器材-100-499人,广州-天河区,电气机械/器材-100-499人,"岗位职责：
1、负责与结构光三维重构、干涉相位梯度重构、双目/多目三维测量相关的软件算法开发调试工作；
2、负责图像处理算法、三维数据处理、三维重构等算法优化设计与实现；
3、编程实现并负责编写算法开发文档；
4、配合设备控制系统，进行检测模块开发与集成；
5、参加系统的现场调试、修改工作，对检测仪器系统提供技术支持；
6、参与系统的升级和维护工作；
7、参与深度学习的算法开发与工程落地。
","任职要求：
1、本科及以上学历，2-3年以上相关工作经验；测控专业硕士应届毕业生可放宽条件；
2、丰富的机器视觉图象处理、三维数据处理及系统标定等技术；
3、精通在Windows下的软件开发，熟练利用开源代码进行项目开发；
4、扎实的编程功底，熟悉C++/python，熟悉数据结构与算法；
5、熟悉OpenCV和Matlab；
6、具备扎实的图像处理、模式识别、机器学习、深度学习等理论功底；
7、数学、计算机、机电一体化、自动化、电子类相关专业，专业基础扎实；良好的综合素养及学习能力；并愿意接收新知识，主动学习能力强；
8、具有一定的光学基础，能够对常见视觉光学环境、成像光路、照明光路等能快速进行搭建与测试。
9、能够独立阅读英文相关资料，工作责任感强，有较好的钻研精神和团队合作意识，有较好的钻研精神和浓厚的研发兴趣，拥有较强的团队合作意识。"
12,算法工程师,JAVA开发工程师,15-18k,南京-江宁区,3-5年-本科-通信领域-前端开发-Docker-消息队列-Kubernetes,3-5年-本科-通信领域-前端开发-Docker-消息队列-Kubernetes,中国科学院计算技术研究所,计算机软件-其他-1000-2000人,南京-江宁区,计算机软件-其他-1000-2000人,,
13,算法工程师,Java开发高级工程师,13-18k,南京-江宁区,3-5年-大专-通信领域-前端开发-Docker-Kubernetes-消息队列,3-5年-大专-通信领域-前端开发-Docker-Kubernetes-消息队列,中科南京信息高铁研究院,电子/半导体/集成电路-100-499人,南京-江宁区,电子/半导体/集成电路-100-499人,"岗位Base 北京/扬州都可，但需要人选可以接受两地出差的情况 
岗位职责
1、负责信息系统总体架构设计、网络架构设计；
2、负责系统平台模块开发工作，包括交换机IP协议栈和路由协议相关的架构设计、开发和维护；
3、负责新型网络通信技术应用、多几余架构组网设计、有线、无线异构融合组网设计等网络通信与信息应用领域的关键技术研究;
4、负责相关通信核心产品核心、代码研发。
","任职要求
1、通信、电子信息、计算机等相关专业，本科及以上学历;
2、通交换机，路由器、PTN、SON等组网设备组网架构、传输原理、应用场景、适用模块；
3、精通IP 协议栈和 PV4/6单播路由协议，如 OSPF/OSPF V3、RIP/RIPng、BGP、ISS等，精通IPV4/6组播路由协议，如IGMP PIM-DM/SM；
4、热爱编程，熟悉掌握但不限于JAVA/C++/C/Python/GO等编程语言中的一种或数种，有良好的编程习4慢，熟悉数据结构与算法;
5、有丰富的编程经验，有通信项目开发经验，能够独立完成产品设计和相关代码研发；
6、具备独立工作能力和解决问题的能力，善于沟通，乐于台作，热衷新技术，善于总结分享，喜欢动手实操；
所属行业:
军工
职能分类:
其他电子/通信/半导体
工作城市:
北京，招聘1人，详细地址：和义科创产业园扬州地点：扬州市广陵产业园安林路96号 （总部）"
14,算法工程师,Golang开发工程师（马来西亚企业）,30-50k,北京-朝阳区,3-5年-本科-服务器开发-架构设计-引擎开发,3-5年-本科-服务器开发-架构设计-引擎开发,DOUBLE KOI TECHNOLOGY SERVICES,区块链-50-99人,北京-朝阳区,区块链-50-99人,"岗位职责：
1. 定义、实现企业级SSD drive的软件、硬件框架及功能模块；
2. 验证SOC控制器的功能与性能；
3. 分析NAND介质、测试模型等以保证产品的功能、性能；
4. 分析客户需求及相关代码实现；
5. 协助开发量产所需的各类feature。
","任职要求：
1. 计算机专业本科及以上学历；
2. 熟练掌握C语言编程及各种调试工具；
3. 熟练掌握基本的数据结构与算法；
4. 熟悉至少一种RISC CPU架构；
5. 熟悉一下领域者优先：FTL/PCIe/NVME/SATA/SCSI/NAND flash；
6. 具有Linux driver开发经验者优先。"
15,算法工程师,C++开发工程师,15-20k,广州,3-5年-统招本科-通信领域-架构设计-C++-GCC,3-5年-统招本科-通信领域-架构设计-C++-GCC,爱拍网络,在线社交/媒体-D轮-100-499人,广州,在线社交/媒体-D轮-100-499人,,
16,算法工程师,嵌入式软件开发,25-45k·16薪,深圳,3-5年-统招本科-C++-C语言-Linux-应用层软件开发-驱动-单片机,3-5年-统招本科-C++-C语言-Linux-应用层软件开发-驱动-单片机,某深圳大型智能硬件公司,智能硬件-不需要融资-500-999人,深圳,智能硬件-不需要融资-500-999人,"职责描述：
1. 自动派工系统运维；
2. 自动派工系统功能测试；
","任职要求：
1. 本科及以上学历；
2. 精通生产制造相关业务知识及相关IT技能；
3. 熟悉RTD系统优先；
4. 精通C#开发语言；
5. 熟悉Oracle数据库及SQL；
6. 具备较强的业务理解能力、逻辑分析能力、解决问题的能力，和团队协作能力;
7. 熟悉常见数据结构与算法，有机器学习背景优先。"
17,算法工程师,SDN软件开发工程师（北京扬州）,25-45k,北京-丰台区,经验不限-统招本科-模块开发-系统开发-架构设计,经验不限-统招本科-模块开发-系统开发-架构设计,某国内计算机硬件公司,计算机硬件-战略融资-100-499人,北京-丰台区,计算机硬件-战略融资-100-499人,"工作职责
1、负责基础架构研发或各类应用系统的需求分析、设计、开发等工作；
2、评估系统实现难度，提供可行性方案；
3、结合实际业务需要，主导、参与新技术、新课题的研究与开发；
4、善于分析系统问题，持续提升优化系统性能，保证系统运行的安全、稳定与效率；
5、负责或参与初级工程师的指导、培训，把控项目推进的时效与质量；
6、对现存或未来系统进行思考与规划，提供统一的框架、平台或组件方案；
7、高效完成应用系统的设计、开发、调优等工作并输出标准文档。
","任职要求
1、本科及以上学历，计算机相关专业,5年以上java开发工作经验；
2、具有物流供应链相关系统开发经验，具备成熟的物流供应链相关解决方案；
3、要有深度参与多线程、分布式、高并发、高负载、高可用性、系统调优的相关经验；
4、要有saas平台0到1的研发经验，能独立分析和解决问题；
5、优化过复杂sql，处理过千万级别数据；
6、具备springcloud+springboot微服务开发经验，具有一二线大厂经历；
7、掌握Java语言，包括基本语法、数据类型、流程控制、面向对象编程、泛型编程、异常处理等知识；
8、熟悉Java的常用设计模式，能够根据实际需求选择合适的设计模式并进行应用；
9、熟悉常用的数据库系统，能够进行数据库设计和SQL；
10、掌握数据结构与算法；
11、掌握分布式理论知识、缓存、消息、RPC等工具的用法和原理；
12、设计文档和接口文档编写能力；
13、业务理解能力、团队沟通协作能力。"
18,算法工程师,Golang开发工程师（马来西亚企业）,30-50k,上海-黄浦区,3-5年-本科-服务器开发-引擎开发-架构设计,3-5年-本科-服务器开发-引擎开发-架构设计,DOUBLE KOI TECHNOLOGY SERVICES,区块链-50-99人,上海-黄浦区,区块链-50-99人,"岗位职责
1.负责智能硬件产品中的无线通信子系统软件框架设
计，开发和集成；
2.参与新产品项目各模块功能实现，完成模块功能的调
试与交付；
3.解决开发过程中的关键问题和技术难题
","任职要求:
1.计算机、电子通信、自动化等相关专业，全日制本科及以上学历;具备1年以上嵌入式开发经历
2.精通C/C++语言，具有良好的编程风格:掌握基础的数据结构与算法
3.熟悉RTOS内核及调试方法，熟悉UART/SPI/12C/SDIO/USB等常用外设接口通讯协议;
4.熟悉Wi-Fi/蓝牙/Zigbee/Lora等无线协议栈，有MAC/PHY层开发经验者优先。
5.乐观开朗、乐于接受挑战，对技术和产品有热情，持续学习，有较好的沟通能力，有团队协作精神。
HR"
19,算法工程师,SSD固件开发工程师,15-35k·14薪,武汉-江夏区,经验不限-本科-linux-emmc,经验不限-本科-linux-emmc,鹏钛存储技术(南京)有限公司,电子/半导体/集成电路-C轮-100-499人,武汉-江夏区,电子/半导体/集成电路-C轮-100-499人,"岗位职责：
1. 定义、实现企业级SSD drive的软件、硬件框架及功能模块；
2. 验证SOC控制器的功能与性能；
3. 分析NAND介质、测试模型等以保证产品的功能、性能；
4. 分析客户需求及相关代码实现；
5. 协助开发量产所需的各类feature。
","任职要求：
1. 计算机专业本科及以上学历；
2. 熟练掌握C语言编程及各种调试工具；
3. 熟练掌握基本的数据结构与算法；
4. 熟悉至少一种RISC CPU架构；
5. 熟悉一下领域者优先：FTL/PCIe/NVME/SATA/SCSI/NAND flash；
6. 具有Linux driver开发经验者优先。"
20,算法工程师,IOT物联云服务端资深开发工程师,25-40k·15薪,杭州,5-10年-本科-架构设计-模块开发-通信领域-云计算领域-系统开发-Redis-Nginx-Elasticsearch-MySQL-消息队列,5-10年-本科-架构设计-模块开发-通信领域-云计算领域-系统开发-Redis-Nginx-Elasticsearch-MySQL-消息队列,某上市物联网公司,智能安防-已上市-10000人以上,杭州,智能安防-已上市-10000人以上,"岗位职责
 1、参与新竞价交易系统风控、撮合、 行情集群、跟账服务等功能开发工作；
 2、参与新期权交易新系统后续版本迭 代工作；
 3、进行内存数据引擎设计、开发工作；
 4、进行分布式系统管理软件的设计和 开发。 
","岗位要求 
1、本科及以上学历（理工科专业方向），3 年以上软件开发工作经验； 
2、了解Go语言协程调度模型和内存模型； 
3、具备计算机与证劵金融领域复合背景及工 作经历，了解交易撮合等相关业务知识，具 备交易系统研发相关工作经验者优先；
 4、了解Linux操作系统，熟悉Go语言，了解 服务器开发、G4架构交付及新期权信创跟账 项目招标文件数据结构与算法，软件研发流 程等专业知识；
 5、具备编码和撰写文档的能力；
 6、具备一定的沟通能力和表达能力，有较强 的团队合作精神与团队协作能力。"
21,算法工程师,SLAM算法工程师,20-35k·13薪,上海-普陀区,1-3年-硕士-激光雷达-导航算法-算法研究-C++,1-3年-硕士-激光雷达-导航算法-算法研究-C++,深南电路股份有限公司,电子/半导体/集成电路-沪深A股上市-10000人以上,上海-普陀区,电子/半导体/集成电路-沪深A股上市-10000人以上,"一、岗位职责：
1. 负责后端API开发与功能维护；
2. 撰写接口与功能开发文档；
3.负责设计后台功能逻辑；
4. 管理服务器运维工作。
二、","任职要求：
1.计算机相关专业,本科及以上学历，至少具有2-3年以上工作经验；
2.熟练掌握Python语言开发、Flask开发框架、Pytest/Unittest等测试框架、Linux系统的使用、MySql、Redis等常用数据库；
3.掌握数据结构与算法、Nginx、Apache等服务器软件；
4.通过四/六级考试，流畅阅读英文文档优先录用；
5.具有很强的理解能力与学习能力，具有良好的团队合作精神和服务意识。
三、公司优势：
1、新型行业，已具备业内闻名度，理想的职业前景；
2、团队氛围轻松、充满活力，充足诱人的升职空间；
3、年终奖、工龄津贴、零食下午茶、团建旅游，福利多多。"
22,算法工程师,算法工程师,15-20k,天津,3-5年-本科-C++-Python,3-5年-本科-C++-Python,某天津仪器仪表公司,仪器仪表-融资未公开-50-99人,天津,仪器仪表-融资未公开-50-99人,"职责描述:
1、了解并接受企业文化和价值、 公司政策和程序。以高度的治理性、透明性和责任性进行工作；			
2、负责企业应用系统的开发，完成软件编码工作，完成代码交叉审核及相关模块的单元测试工作；			
3、根据产品需求，独立负责系统功能前后端模块编码实现；			
4、负责项目维护，产品迭代开发；			
5、与业务部门紧密合作，收集和分析应用程序开发需求；			
6、业务应用程序故障诊断、快速解决问题和系统改进；			
7、准备业务应用程序的用户手册，开展用户培训；			
8、研究新技术，并引入公司的开发过程；			
9、完善现有的和新的业务应用程序的文档；			
10、完成其他相关工作任务。

","任职要求:
1、学历：本科或以上学历，计算机科学与技术或软件开发相关专业；	
2、知识：
1) 精通使用Java编程语言，熟练掌握数据结构与算法，熟悉并发模式及设计模式，有良好的编码习惯及面向对象思想；
2) 熟悉主流开源框架SpringBoot、SpringCloud Alibaba全家桶等框架进行项目开发；
3) 熟练使用SQLSERVER,MYSQL等数据库系统；
4) 熟知W3C标准和前端知识体系，熟练掌握HTML、CSS、Javascript (H5、CSS3、ES6) ，熟悉最新开发规范;
5) 熟悉Vue及Element-UI框架，精通前端页面布局，具备交互设计能力；具有开发过主流浏览器及良好的适配各种尺寸移动终端设备的经验；
6) 熟练掌握Echarts, DavaV可视化报表开发工具，有多个数据可视化开发项目经验，特别是驾驶舱可视化项目；
7) 熟练使用工作流引擎（activiti），具备2年及以上实际工作流开发经验；
8) 熟悉Tomcat、Apache、Nginx和Docker容器技术的配置和应用，熟悉Linux;
         
3、工作经验：5年及以上JAVA WEB开发经验、可视化报表驾驶舱开发经验；有IBM Lotus Notes workflow开发经验的更佳。	
4、技能：英语 - 良好英语阅读和写作能力；	
	       办公软件 - 熟练使用Windows, Excel, Word, Powerpoint 等；		
5、个性特征：正直诚信、责任感、乐意学习、适应变化、合作导向。"
23,算法工程师,软件架构工程师,40-70k·15薪,上海-闵行区,3-5年-本科-技术支持-网络开发-软件开发-架构设计-Docker,3-5年-本科-技术支持-网络开发-软件开发-架构设计-Docker,图达通智能科技(苏州)有限公司,计算机软件-100-499人,上海-闵行区,计算机软件-100-499人,"岗位职责
 1、参与新竞价交易系统风控、撮合、 行情集群、跟账服务等功能开发工作；
 2、参与新期权交易新系统后续版本迭 代工作；
 3、进行内存数据引擎设计、开发工作；
 4、进行分布式系统管理软件的设计和 开发。 
","岗位要求 
1、本科及以上学历（理工科专业方向），3 年以上软件开发工作经验； 
2、了解Go语言协程调度模型和内存模型； 
3、具备计算机与证劵金融领域复合背景及工 作经历，了解交易撮合等相关业务知识，具 备交易系统研发相关工作经验者优先；
 4、了解Linux操作系统，熟悉Go语言，了解 服务器开发、G4架构交付及新期权信创跟账 项目招标文件数据结构与算法，软件研发流 程等专业知识；
 5、具备编码和撰写文档的能力；
 6、具备一定的沟通能力和表达能力，有较强 的团队合作精神与团队协作能力。"
24,算法工程师,嵌入式软件工程师,18-40k·16薪,深圳-龙华区,1-3年-统招本科-C/C++-RTOS-SPI-12C-MacOS-人工智能领域,1-3年-统招本科-C/C++-RTOS-SPI-12C-MacOS-人工智能领域,子午创新,智能硬件-1-49人,深圳-龙华区,智能硬件-1-49人,"职责描述：
1. 定义、实现企业级SSD drive的软件、硬件框架及功能模块；
2. 验证SOC控制器的功能与性能；
3. 分析NAND介质、测试模型等以保证产品的功能、性能；
4. 分析客户需求及相关代码实现；
5. 协助开发量产所需的各类feature。

","任职要求：
1. 计算机专业本科及以上学历；
2. 熟练掌握C语言编程及各种调试工具；
3. 熟练掌握基本的数据结构与算法；
4. 熟悉至少一种RISC CPU架构；
5. 熟悉至少一种领域者优先：FTL/PCIe/NVME/SATA/SCSI/NAND flash；
6. 具有Linux driver开发经验者优先。"
25,算法工程师,SSD固件开发工程师,12-30k·14薪,南京-浦口区,经验不限-统招本科-linux,经验不限-统招本科-linux,鹏钛存储技术(南京)有限公司,电子/半导体/集成电路-C轮-100-499人,南京-浦口区,电子/半导体/集成电路-C轮-100-499人,"一、职位描述：
1、负责对金融衍生品交易、风险敞口、项目盈亏进行跟踪、监控及结算复核；
2、参与场外期权产品评估，模型开发设计与验证，正确识别拆分期权结构；
3、建立并维护数据库文档；建立建全场外衍生品业务各类报表及台账，并对其跟踪、监控与优化；
4、有效进行风险评估、监控与识别，提出风险管理建议；
5、领导交办的其他事项。
二、","任职要求：
1、本科及以上学历，金融工程、数学、统计、计算机等专业；
2、有一定编程基础，熟悉数据库理论，可以使用python、VBA，有能看懂文档的英语能力，对设计模式、数据结构与算法有一定理解；
3、熟悉衍生品相关定价模型与风险管理理论，包括奇异期权，至少对greeks有一定理解，熟悉压力测试、在险值、情景分析、蒙特卡罗等方法者优先；
4、具备较强的独立思考能力、逻辑思维与表达能力、能够在高压环境下高效工作；
5、具体薪资可根据实际情况面议。
"
26,算法工程师,SDN软件开发工程师,27-45k·13薪,扬州,3-5年-统招本科-PTN-SON-IP协议,3-5年-统招本科-PTN-SON-IP协议,某国内计算机硬件公司,计算机硬件-战略融资-100-499人,扬州,计算机硬件-战略融资-100-499人,"工作职责
-负责服务端软件的设计、开发和维护，确保软件质量和稳定性
-参与产品需求分析，按照业务需求进行系统设计，并完成相应的文档编写
-负责与其他团队协作，解决开发过程中的问题，优化系统性能
-不断学习新技术，对产品进行创新和优化，提高用户体验
-参与代码评审，保证代码质量，确保项目按时交付
","任职资格
-本科及以上学历，计算机相关专业
-2-5年服务端研发经验，熟悉常用服务端开发框架和工具
-熟练掌握至少一种常用编程语言，如Java、Python、C++等
-熟悉数据库操作，如MySQL、MongoDB等，具备良好的数据结构与算法基础
-具备良好的沟通能力和团队协作精神，具备较强的学习能力和解决问题的能力"
